FIPS Code,Geography,Year,Program Type,Population
36059,NassauCounty,2014,Postcensal Population Estimate,1354851
36061,NewYorkCounty,2014,Postcensal Population Estimate,1631733
36063,NiagaraCounty,2014,Postcensal Population Estimate,213331
36065,OneidaCounty,2014,Postcensal Population Estimate,232634
36067,OnondagaCounty,2014,Postcensal Population Estimate,467472
36069,OntarioCounty,2014,Postcensal Population Estimate,109378
36071,OrangeCounty,2014,Postcensal Population Estimate,374945
36073,OrleansCounty,2014,Postcensal Population Estimate,41864
36075,OswegoCounty,2014,Postcensal Population Estimate,120611
36077,OtsegoCounty,2014,Postcensal Population Estimate,60973
36079,PutnamCounty,2014,Postcensal Population Estimate,99407
36081,QueensCounty,2014,Postcensal Population Estimate,2298234
36083,RensselaerCounty,2014,Postcensal Population Estimate,159719
36085,RichmondCounty,2014,Postcensal Population Estimate,471899
36087,RocklandCounty,2014,Postcensal Population Estimate,321120
36089,St.LawrenceCounty,2014,Postcensal Population Estimate,111476
36091,SaratogaCounty,2014,Postcensal Population Estimate,224605
36093,SchenectadyCounty,2014,Postcensal Population Estimate,155050
36095,SchoharieCounty,2014,Postcensal Population Estimate,31768
36097,SchuylerCounty,2014,Postcensal Population Estimate,18184
36099,SenecaCounty,2014,Postcensal Population Estimate,34891
36101,SteubenCounty,2014,Postcensal Population Estimate,98153
36103,SuffolkCounty,2014,Postcensal Population Estimate,1495553
36105,SullivanCounty,2014,Postcensal Population Estimate,75651
36107,TiogaCounty,2014,Postcensal Population Estimate,49855
36109,TompkinsCounty,2014,Postcensal Population Estimate,103530
36111,UlsterCounty,2014,Postcensal Population Estimate,180435
36113,WarrenCounty,2014,Postcensal Population Estimate,64893
36115,WashingtonCounty,2014,Postcensal Population Estimate,62504
36117,WayneCounty,2014,Postcensal Population Estimate,91819
36119,WestchesterCounty,2014,Postcensal Population Estimate,967180
36121,WyomingCounty,2014,Postcensal Population Estimate,41145
36123,YatesCounty,2014,Postcensal Population Estimate,25162
36000,NewYorkState,2013,Postcensal Population Estimate,19626488
36001,AlbanyCounty,2013,Postcensal Population Estimate,306661
36003,AlleganyCounty,2013,Postcensal Population Estimate,47918
36005,BronxCounty,2013,Postcensal Population Estimate,1421498
36007,BroomeCounty,2013,Postcensal Population Estimate,197953
36009,CattaraugusCounty,2013,Postcensal Population Estimate,79003
36011,CayugaCounty,2013,Postcensal Population Estimate,79112
36013,ChautauquaCounty,2013,Postcensal Population Estimate,132884
36015,ChemungCounty,2013,Postcensal Population Estimate,88230
36017,ChenangoCounty,2013,Postcensal Population Estimate,49489
36019,ClintonCounty,2013,Postcensal Population Estimate,81544
36021,ColumbiaCounty,2013,Postcensal Population Estimate,62153
36023,CortlandCounty,2013,Postcensal Population Estimate,48913
36025,DelawareCounty,2013,Postcensal Population Estimate,46806
36027,DutchessCounty,2013,Postcensal Population Estimate,296292
36029,ErieCounty,2013,Postcensal Population Estimate,921015
36031,EssexCounty,2013,Postcensal Population Estimate,38610
36033,FranklinCounty,2013,Postcensal Population Estimate,51222
36035,FultonCounty,2013,Postcensal Population Estimate,54353
36037,GeneseeCounty,2013,Postcensal Population Estimate,59127
36039,GreeneCounty,2013,Postcensal Population Estimate,48308
36041,HamiltonCounty,2013,Postcensal Population Estimate,4766
36043,HerkimerCounty,2013,Postcensal Population Estimate,63888
36045,JeffersonCounty,2013,Postcensal Population Estimate,118617
36047,KingsCounty,2013,Postcensal Population Estimate,2587759
36049,LewisCounty,2013,Postcensal Population Estimate,27092
36051,LivingstonCounty,2013,Postcensal Population Estimate,64612
36053,MadisonCounty,2013,Postcensal Population Estimate,72490
36055,MonroeCounty,2013,Postcensal Population Estimate,748456
36057,MontgomeryCounty,2013,Postcensal Population Estimate,49754
36059,NassauCounty,2013,Postcensal Population Estimate,1352355
36061,NewYorkCounty,2013,Postcensal Population Estimate,1628379
36063,NiagaraCounty,2013,Postcensal Population Estimate,214125
36065,OneidaCounty,2013,Postcensal Population Estimate,233370
36067,OnondagaCounty,2013,Postcensal Population Estimate,468302
36069,OntarioCounty,2013,Postcensal Population Estimate,109081
36071,OrangeCounty,2013,Postcensal Population Estimate,374417
36073,OrleansCounty,2013,Postcensal Population Estimate,42233
36075,OswegoCounty,2013,Postcensal Population Estimate,121187
36077,OtsegoCounty,2013,Postcensal Population Estimate,61637
36079,PutnamCounty,2013,Postcensal Population Estimate,99546
36081,QueensCounty,2013,Postcensal Population Estimate,2286788
36083,RensselaerCounty,2013,Postcensal Population Estimate,159590
36085,RichmondCounty,2013,Postcensal Population Estimate,471783
36087,RocklandCounty,2013,Postcensal Population Estimate,319290
36089,St.LawrenceCounty,2013,Postcensal Population Estimate,111967
36091,SaratogaCounty,2013,Postcensal Population Estimate,224151
36093,SchenectadyCounty,2013,Postcensal Population Estimate,154978
36095,SchoharieCounty,2013,Postcensal Population Estimate,31902
36097,SchuylerCounty,2013,Postcensal Population Estimate,18391
36099,SenecaCounty,2013,Postcensal Population Estimate,35244
36101,SteubenCounty,2013,Postcensal Population Estimate,98826
36103,SuffolkCounty,2013,Postcensal Population Estimate,1497389
36105,SullivanCounty,2013,Postcensal Population Estimate,76957
36107,TiogaCounty,2013,Postcensal Population Estimate,50128
36109,TompkinsCounty,2013,Postcensal Population Estimate,103668
36111,UlsterCounty,2013,Postcensal Population Estimate,180722
36113,WarrenCounty,2013,Postcensal Population Estimate,65111
36115,WashingtonCounty,2013,Postcensal Population Estimate,62785
36117,WayneCounty,2013,Postcensal Population Estimate,92360
36119,WestchesterCounty,2013,Postcensal Population Estimate,964713
36121,WyomingCounty,2013,Postcensal Population Estimate,41369
36123,YatesCounty,2013,Postcensal Population Estimate,25219
36000,NewYorkState,2012,Postcensal Population Estimate,19574362
36001,AlbanyCounty,2012,Postcensal Population Estimate,305776
36003,AlleganyCounty,2012,Postcensal Population Estimate,48221
36005,BronxCounty,2012,Postcensal Population Estimate,1411087
36007,BroomeCounty,2012,Postcensal Population Estimate,198689
36009,CattaraugusCounty,2012,Postcensal Population Estimate,79354
36011,CayugaCounty,2012,Postcensal Population Estimate,79524
36013,ChautauquaCounty,2012,Postcensal Population Estimate,133333
36015,ChemungCounty,2012,Postcensal Population Estimate,89162
36017,ChenangoCounty,2012,Postcensal Population Estimate,49898
36019,ClintonCounty,2012,Postcensal Population Estimate,81730
36021,ColumbiaCounty,2012,Postcensal Population Estimate,62450
36023,CortlandCounty,2012,Postcensal Population Estimate,49028
36025,DelawareCounty,2012,Postcensal Population Estimate,47217
36027,DutchessCounty,2012,Postcensal Population Estimate,297028
36029,ErieCounty,2012,Postcensal Population Estimate,919998
36031,EssexCounty,2012,Postcensal Population Estimate,38884
36033,FranklinCounty,2012,Postcensal Population Estimate,51791
36035,FultonCounty,2012,Postcensal Population Estimate,54851
36037,GeneseeCounty,2012,Postcensal Population Estimate,59684
36039,GreeneCounty,2012,Postcensal Population Estimate,48589
36041,HamiltonCounty,2012,Postcensal Population Estimate,4803
36043,HerkimerCounty,2012,Postcensal Population Estimate,64232
36045,JeffersonCounty,2012,Postcensal Population Estimate,120335
36047,KingsCounty,2012,Postcensal Population Estimate,2568538
36049,LewisCounty,2012,Postcensal Population Estimate,27190
36051,LivingstonCounty,2012,Postcensal Population Estimate,64780
36053,MadisonCounty,2012,Postcensal Population Estimate,72438
36055,MonroeCounty,2012,Postcensal Population Estimate,747468
36057,MontgomeryCounty,2012,Postcensal Population Estimate,49836
36059,NassauCounty,2012,Postcensal Population Estimate,1349753
36061,NewYorkCounty,2012,Postcensal Population Estimate,1624573
36063,NiagaraCounty,2012,Postcensal Population Estimate,214724
36065,OneidaCounty,2012,Postcensal Population Estimate,233778
36067,OnondagaCounty,2012,Postcensal Population Estimate,467138
36069,OntarioCounty,2012,Postcensal Population Estimate,108641
36071,OrangeCounty,2012,Postcensal Population Estimate,373795
36073,OrleansCounty,2012,Postcensal Population Estimate,42396
36075,OswegoCounty,2012,Postcensal Population Estimate,121469
36077,OtsegoCounty,2012,Postcensal Population Estimate,61763
36079,PutnamCounty,2012,Postcensal Population Estimate,99600
36081,QueensCounty,2012,Postcensal Population Estimate,2271920
36083,RensselaerCounty,2012,Postcensal Population Estimate,159466
36085,RichmondCounty,2012,Postcensal Population Estimate,470597
36087,RocklandCounty,2012,Postcensal Population Estimate,317201
36089,St.LawrenceCounty,2012,Postcensal Population Estimate,112388
36091,SaratogaCounty,2012,Postcensal Population Estimate,222527
36093,SchenectadyCounty,2012,Postcensal Population Estimate,155044
36095,SchoharieCounty,2012,Postcensal Population Estimate,32038
36097,SchuylerCounty,2012,Postcensal Population Estimate,18505
36099,SenecaCounty,2012,Postcensal Population Estimate,35354
36101,SteubenCounty,2012,Postcensal Population Estimate,98903
36103,SuffolkCounty,2012,Postcensal Population Estimate,1497017
36105,SullivanCounty,2012,Postcensal Population Estimate,76940
36107,TiogaCounty,2012,Postcensal Population Estimate,50297
36109,TompkinsCounty,2012,Postcensal Population Estimate,102800
36111,UlsterCounty,2012,Postcensal Population Estimate,181555
36113,WarrenCounty,2012,Postcensal Population Estimate,65438
36115,WashingtonCounty,2012,Postcensal Population Estimate,63016
36117,WayneCounty,2012,Postcensal Population Estimate,93038
36119,WestchesterCounty,2012,Postcensal Population Estimate,959731
36121,WyomingCounty,2012,Postcensal Population Estimate,41702
36123,YatesCounty,2012,Postcensal Population Estimate,25341
36000,NewYorkState,2011,Postcensal Population Estimate,19499921
36001,AlbanyCounty,2011,Postcensal Population Estimate,304627
36003,AlleganyCounty,2011,Postcensal Population Estimate,48808
36005,BronxCounty,2011,Postcensal Population Estimate,1396954
36007,BroomeCounty,2011,Postcensal Population Estimate,199367
36009,CattaraugusCounty,2011,Postcensal Population Estimate,79820
36011,CayugaCounty,2011,Postcensal Population Estimate,79707
36013,ChautauquaCounty,2011,Postcensal Population Estimate,134227
36015,ChemungCounty,2011,Postcensal Population Estimate,88916
36017,ChenangoCounty,2011,Postcensal Population Estimate,50196
36019,ClintonCounty,2011,Postcensal Population Estimate,81735
36021,ColumbiaCounty,2011,Postcensal Population Estimate,62532
36023,CortlandCounty,2011,Postcensal Population Estimate,49382
36025,DelawareCounty,2011,Postcensal Population Estimate,47584
36027,DutchessCounty,2011,Postcensal Population Estimate,298141
36029,ErieCounty,2011,Postcensal Population Estimate,919901
36031,EssexCounty,2011,Postcensal Population Estimate,39277
36033,FranklinCounty,2011,Postcensal Population Estimate,51544
36035,FultonCounty,2011,Postcensal Population Estimate,55116
36037,GeneseeCounty,2011,Postcensal Population Estimate,59894
36039,GreeneCounty,2011,Postcensal Population Estimate,48858
36041,HamiltonCounty,2011,Postcensal Population Estimate,4827
36043,HerkimerCounty,2011,Postcensal Population Estimate,64388
36045,JeffersonCounty,2011,Postcensal Population Estimate,117809
36047,KingsCounty,2011,Postcensal Population Estimate,2540918
36049,LewisCounty,2011,Postcensal Population Estimate,27021
36051,LivingstonCounty,2011,Postcensal Population Estimate,64834
36053,MadisonCounty,2011,Postcensal Population Estimate,72898
36055,MonroeCounty,2011,Postcensal Population Estimate,746821
36057,MontgomeryCounty,2011,Postcensal Population Estimate,49919
36059,NassauCounty,2011,Postcensal Population Estimate,1346207
36061,NewYorkCounty,2011,Postcensal Population Estimate,1608717
36063,NiagaraCounty,2011,Postcensal Population Estimate,215726
36065,OneidaCounty,2011,Postcensal Population Estimate,234226
36067,OnondagaCounty,2011,Postcensal Population Estimate,467679
36069,OntarioCounty,2011,Postcensal Population Estimate,108616
36071,OrangeCounty,2011,Postcensal Population Estimate,374171
36073,OrleansCounty,2011,Postcensal Population Estimate,42653
36075,OswegoCounty,2011,Postcensal Population Estimate,121987
36077,OtsegoCounty,2011,Postcensal Population Estimate,61979
36079,PutnamCounty,2011,Postcensal Population Estimate,99805
36081,QueensCounty,2011,Postcensal Population Estimate,2255261
36083,RensselaerCounty,2011,Postcensal Population Estimate,159606
36085,RichmondCounty,2011,Postcensal Population Estimate,471014
36087,RocklandCounty,2011,Postcensal Population Estimate,315448
36089,St.LawrenceCounty,2011,Postcensal Population Estimate,112290
36091,SaratogaCounty,2011,Postcensal Population Estimate,221136
36093,SchenectadyCounty,2011,Postcensal Population Estimate,154882
36095,SchoharieCounty,2011,Postcensal Population Estimate,32619
36097,SchuylerCounty,2011,Postcensal Population Estimate,18421
36099,SenecaCounty,2011,Postcensal Population Estimate,35325
36101,SteubenCounty,2011,Postcensal Population Estimate,99117
36103,SuffolkCounty,2011,Postcensal Population Estimate,1498910
36105,SullivanCounty,2011,Postcensal Population Estimate,77061
36107,TiogaCounty,2011,Postcensal Population Estimate,50889
36109,TompkinsCounty,2011,Postcensal Population Estimate,101861
36111,UlsterCounty,2011,Postcensal Population Estimate,182458
36113,WarrenCounty,2011,Postcensal Population Estimate,65750
36115,WashingtonCounty,2011,Postcensal Population Estimate,63100
36117,WayneCounty,2011,Postcensal Population Estimate,93258
36119,WestchesterCounty,2011,Postcensal Population Estimate,956423
36121,WyomingCounty,2011,Postcensal Population Estimate,41852
36123,YatesCounty,2011,Postcensal Population Estimate,25453
36000,NewYorkState,2010,Postcensal Population Estimate,19399956
36001,AlbanyCounty,2010,Postcensal Population Estimate,304085
36003,AlleganyCounty,2010,Postcensal Population Estimate,48973
36005,BronxCounty,2010,Postcensal Population Estimate,1386929
36007,BroomeCounty,2010,Postcensal Population Estimate,200474
36009,CattaraugusCounty,2010,Postcensal Population Estimate,80220
36011,CayugaCounty,2010,Postcensal Population Estimate,79905
36013,ChautauquaCounty,2010,Postcensal Population Estimate,134726
36015,ChemungCounty,2010,Postcensal Population Estimate,88895
36017,ChenangoCounty,2010,Postcensal Population Estimate,50404
36019,ClintonCounty,2010,Postcensal Population Estimate,82099
