Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Northwestern CT Transit District,Torrington,CT,1R01-004,1R01-10131,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,DO,6,,$0.91 ,,0.09 ,,$59.79 ,,6.1 ,,$9.76 ,,$0.00 ,,,"$46,463 ",,"$499,607 ",,"51,180 ",,"8,356 ",,0 ,,"96,631 ",,No,,,,,,
"City of Sheboygan, dba: Shoreline Metro",Sheboygan,WI,5088,50088,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"71,313 ",21,DR,DO,6,,$6.92 ,,0.28 ,,$67.33 ,,2.7 ,,$24.79 ,,$0.00 ,,,"$239,824 ",,"$859,173 ",,"34,658 ",,"12,761 ",,0 ,,"163,145 ",,No,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,DO,5,,$1.14 ,,0.10 ,,$67.36 ,,6.1 ,,$11.05 ,,$0.00 ,,,"$120,317 ",,"$1,165,695 ",,"105,449 ",,"17,306 ",,0 ,,"417,209 ",,No,,,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941 ",21,DR,PT,5,,$2.48 ,,0.11 ,,$75.06 ,,3.3 ,,$22.69 ,,$5.81 ,,,"$35,433 ",,"$324,316 ",,"14,294 ",,"4,321 ",,"55,826 ",,"60,011 ",,No,,,,,,
Yamhill County,McMinnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,PT,5,,$0.43 ,,0.13 ,,$36.49 ,,11.0 ,,$3.30 ,,$0.00 ,,,"$38,798 ",,"$297,722 ",,"90,131 ",,"8,159 ",,0 ,,"110,096 ",,No,,,,,,
Goldsboro-Wayne Transportation Authority,Goldsboro,NC,4132,40132,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"61,054 ",21,MB,DO,5,,$0.75 ,,0.13 ,,$62.08 ,,10.6 ,,$5.87 ,,$0.00 ,,,"$156,361 ",,"$1,220,560 ",,"207,848 ",,"19,661 ",,0 ,,"299,958 ",,No,,,,,,
Central West Virginia Transit Authority,Clarksburg,WV,3R05-014,3R05-30119,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,21,DR,DO,5,,$0.83 ,,0.01 ,,$57.12 ,,0.6 ,,$101.67 ,,$0.00 ,,,"$4,479 ",,"$545,446 ",,"5,365 ",,"9,549 ",,0 ,,"89,985 ",,No,,,,,,
Gary Public Transportation Corporation,Gary,IN,5045,50045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"8,608,208 ",21,DR,DO,4,,$3.25 ,,0.07 ,,$127.71 ,,2.7 ,,$46.99 ,,$8.83 ,,,"$50,123 ",,"$724,477 ",,"15,419 ",,"5,673 ",,"82,021 ",,"91,476 ",,No,,,,,,
Municipality of Yauco,Yauco,PR,4174,40174,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"90,899 ",21,DR,DO,4,,$0.00 ,,0.00 ,,$18.87 ,,1.6 ,,$11.90 ,,$0.00 ,,,$0 ,,"$95,952 ",,"8,062 ",,"5,085 ",,0 ,,"48,604 ",,No,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,CB,DO,4,,$6.35 ,,0.24 ,,$77.39 ,,2.9 ,,$26.78 ,,$0.00 ,,,"$135,897 ",,"$573,198 ",,"21,403 ",,"7,407 ",,0 ,,"255,864 ",,No,,,,,,
"Steamboat Springs, City of ",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,CB,DO,4,,$3.72 ,,0.37 ,,$80.47 ,,8.1 ,,$9.97 ,,$0.00 ,,,"$107,128 ",,"$286,792 ",,"28,763 ",,"3,564 ",,0 ,,"88,848 ",,No,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 ,21,MB,DO,3,,$0.15 ,,0.03 ,,$16.86 ,,3.7 ,,$4.53 ,,$0.00 ,,,"$2,310 ",,"$68,251 ",,"15,071 ",,"4,047 ",,0 ,,"130,757 ",,No,,,,,,
"City of Wausau, Wisconsin, dba: Metro Ride",WAUSAU,WI,5091,50091,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"74,632 ",21,DR,DO,3,,$2.01 ,,0.05 ,,$88.94 ,,2.1 ,,$43.23 ,,$0.00 ,,,"$7,713 ",,"$166,049 ",,"3,841 ",,"1,867 ",,0 ,,"16,974 ",,No,,,,,,
Trumbull County Transit Board,Warren,OH,5197,50197,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"387,550 ",21,DR,PT,21,,$1.62 ,,0.04 ,,$58.47 ,,1.5 ,,$38.75 ,,$3.10 ,,,"$94,936 ",,"$2,272,329 ",,"58,638 ",,"38,862 ",,"732,975 ",,"763,013 ",,No,,,,,,
Flagler County Public Transportation,Bunnell,FL,4R02-028,41068,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"349,064 ",21,DR,DO,21,,$1.49 ,,0.11 ,,$41.19 ,,3.1 ,,$13.27 ,,$1.08 ,,,"$163,140 ",,"$1,454,483 ",,"109,590 ",,"35,310 ",,"1,346,810 ",,"580,433 ",,No,,,,,,
"City of Clemson, dba: Clemson Area Transit",Clemson,SC,4208,40208,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"400,492 ",21,MB,DO,21,,$0.00 ,,0.00 ,,$55.51 ,,26.0 ,,$2.13 ,,$0.84 ,,,$0 ,,"$3,417,895 ",,"1,603,468 ",,"61,573 ",,"4,078,830 ",,"736,837 ",,No,,,,,,
VPSI,Clermont,FL,4R02-075,4R02-41095,Private-For-Profit Corporation,Rural Reporter,0 ,21,VP,DO,21,,$2.57 ,,0.73 ,,$18.35 ,,5.2 ,,$3.53 ,,$0.00 ,,,"$154,716 ",,"$212,724 ",,"60,313 ",,"11,595 ",,0 ,,"605,629 ",,No,,,,,,
Harnett County,Lillington,NC,4R06-019,4R06-41119,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,21,,$0.32 ,,0.01 ,,$48.65 ,,2.1 ,,$23.07 ,,$0.00 ,,,"$20,603 ",,"$1,472,005 ",,"63,803 ",,"30,254 ",,0 ,,"858,596 ",,No,,,,,,
Northern New England Passenger Rail Authority,Portland,ME,1115,10115,Independent Public Agency or Authority of Transit Service,Full Reporter,"203,914 ",21,CR,PT,21,,$18.99 ,,0.45 ,,$307.90 ,,7.3 ,,$42.02 ,,$0.51 ,,,"$10,462,689 ",,"$23,157,145 ",,"551,038 ",,"75,211 ",,"45,119,331 ",,"2,340,372 ",,No,,,,,,
"City of Fredericksburg, dba: Fredericksburg Regional Transit",Fredericksburg,VA,3079,30079,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"141,238 ",21,MB,DO,21,,$1.03 ,,0.09 ,,$75.00 ,,6.3 ,,$11.86 ,,$0.00 ,,,"$333,462 ",,"$3,850,850 ",,"324,780 ",,"51,342 ",,0 ,,"824,087 ",,No,,,,,,
"City of Iowa City, dba: Iowa City Transit",Iowa City,IA,7018,70018,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"106,621 ",21,MB,DO,21,,$0.84 ,,0.24 ,,$98.44 ,,27.8 ,,$3.54 ,,$1.64 ,,,"$1,263,310 ",,"$5,311,048 ",,"1,498,468 ",,"53,954 ",,"3,231,165 ",,"704,185 ",,No,,,,,,
Muscogee (Creek) Nation,Okmulgee,OK,6T08,66170,Tribe,Reduced Reporter,0 ,21,DR,DO,20,,$0.00 ,,0.00 ,,$35.91 ,,3.0 ,,$12.16 ,,$0.00 ,,,$0 ,,"$744,946 ",,"61,249 ",,"20,747 ",,0 ,,"377,354 ",,No,,,,,,
"Steamboat Springs, City of ",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,2,,$0.00 ,,0.00 ,,$81.27 ,,2.1 ,,$38.09 ,,$0.00 ,,,$0 ,,"$89,235 ",,"2,343 ",,"1,098 ",,0 ,,"14,789 ",,No,,,,,,
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,9163,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"71,772 ",21,MB,PT,2,,$0.73 ,,0.17 ,,$60.82 ,,14.4 ,,$4.21 ,,$0.00 ,,,"$56,990 ",,"$327,500 ",,"77,752 ",,"5,385 ",,0 ,,"54,607 ",,No,,,,,,
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,21,DR,DO,2,,$2.17 ,,0.11 ,,$16.27 ,,0.8 ,,$20.29 ,,$0.00 ,,,"$11,844 ",,"$110,876 ",,"5,465 ",,"6,816 ",,0 ,,"22,516 ",,No,,,,,,
Craven County,New Bern,NC,4210,40210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"50,503 ",21,MB,DO,2,,$0.86 ,,0.11 ,,$25.29 ,,3.1 ,,$8.12 ,,$0.00 ,,,"$11,510 ",,"$109,234 ",,"13,449 ",,"4,319 ",,0 ,,"53,078 ",,No,,,,,,
Southern Teton Area Rapid Transit,Jackson,WY,8R05-010,8R05-80188,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,21,MB,DO,19,,$0.36 ,,0.11 ,,$68.10 ,,20.1 ,,$3.39 ,,$0.00 ,,,"$382,942 ",,"$3,584,967 ",,"1,058,371 ",,"52,643 ",,0 ,,"853,424 ",,No,,,,,,
"City of Camarillo, dba: Camarillo Area Transit",Camarillo,CA,9163,90163,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"71,772 ",21,DR,PT,19,,$1.43 ,,0.08 ,,$63.41 ,,3.4 ,,$18.44 ,,$0.00 ,,,"$135,093 ",,"$1,741,513 ",,"94,440 ",,"27,464 ",,0 ,,"303,078 ",,No,,,,,,
Craven County,New Bern,NC,4210,40210,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"50,503 ",21,DR,DO,19,,$0.60 ,,0.03 ,,$30.25 ,,1.4 ,,$21.05 ,,$0.00 ,,,"$30,621 ",,"$1,067,380 ",,"50,718 ",,"35,291 ",,0 ,,"541,199 ",,No,,,,,,
"City of Wausau, Wisconsin, dba: Metro Ride",WAUSAU,WI,5091,50091,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"74,632 ",21,MB,DO,18,,$0.78 ,,0.13 ,,$113.48 ,,19.0 ,,$5.97 ,,$0.00 ,,,"$391,962 ",,"$3,007,504 ",,"503,359 ",,"26,502 ",,0 ,,"376,034 ",,No,,,,,,
Chatham Transit Network,Pittsboro,NC,4R06-007,4R06-41004,Private-Non-Profit Corporation,Rural Reporter,0 ,21,DR,DO,18,,$0.85 ,,0.05 ,,$31.68 ,,1.7 ,,$18.37 ,,$0.00 ,,,"$69,939 ",,"$1,507,187 ",,"82,039 ",,"47,582 ",,0 ,,"982,231 ",,No,,,,,,
Gary Public Transportation Corporation,Gary,IN,5045,50045,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"8,608,208 ",21,MB,DO,17,,$0.86 ,,0.12 ,,$82.24 ,,11.7 ,,$7.01 ,,$5.59 ,,,"$673,955 ",,"$5,505,520 ",,"785,219 ",,"66,943 ",,"985,028 ",,"916,221 ",,No,,,,,,
Municipality of Yauco,Yauco,PR,4174,40174,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"90,899 ",21,MB,DO,17,,$0.40 ,,0.08 ,,$17.86 ,,3.7 ,,$4.82 ,,$0.00 ,,,"$38,170 ",,"$459,424 ",,"95,255 ",,"25,730 ",,0 ,,"219,583 ",,No,,,,,,
Goldsboro-Wayne Transportation Authority,Goldsboro,NC,4132,40132,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"61,054 ",21,DR,DO,16,,$13.46 ,,0.71 ,,$38.61 ,,2.0 ,,$18.96 ,,$0.00 ,,,"$919,149 ",,"$1,294,020 ",,"68,268 ",,"33,519 ",,0 ,,"563,778 ",,No,,,,,,
Kings County Area Public Transit Agency,Hanford,CA,9200,90200,Independent Public Agency or Authority of Transit Service,Full Reporter,"87,941 ",21,MB,PT,16,,$0.82 ,,0.16 ,,$76.11 ,,14.8 ,,$5.16 ,,$0.81 ,,,"$580,579 ",,"$3,635,656 ",,"704,929 ",,"47,771 ",,"4,494,587 ",,"764,241 ",,No,,,,,,
Central West Virginia Transit Authority,Clarksburg,WV,3R05-014,3R05-30119,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,21,MB,DO,16,,$0.74 ,,0.09 ,,$69.68 ,,8.5 ,,$8.15 ,,$0.00 ,,,"$199,255 ",,"$2,181,785 ",,"267,563 ",,"31,311 ",,0 ,,"543,588 ",,No,,,,,,
"City of Wilson, NC, dba: Wilson Transit System",Wilson,NC,,4R06-44931,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,PT,15,,$0.50 ,,0.02 ,,$45.22 ,,1.8 ,,$25.30 ,,$0.00 ,,,"$27,836 ",,"$1,407,091 ",,"55,607 ",,"31,120 ",,0 ,,"471,645 ",,No,,,,,,
"City of Sheboygan, dba: Shoreline Metro",Sheboygan,WI,5088,50088,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"71,313 ",21,MB,DO,15,,$0.67 ,,0.14 ,,$75.19 ,,15.5 ,,$4.84 ,,$0.00 ,,,"$402,459 ",,"$2,903,080 ",,"599,714 ",,"38,611 ",,0 ,,"536,426 ",,No,,,,,,
Rockingham County Council on Aging,Reidsville,NC,4R06-051,4R06-40929,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,15,,$0.04 ,,0.00 ,,$35.70 ,,1.3 ,,$26.51 ,,$0.00 ,,,"$2,288 ",,"$1,581,159 ",,"59,649 ",,"44,293 ",,0 ,,"667,907 ",,No,,,,,,
"Steamboat Springs, City of ",Steamboat Springs,CO,8R01-020,8R01-80186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,DO,15,,$0.00 ,,0.00 ,,$79.18 ,,26.2 ,,$3.03 ,,$0.00 ,,,$0 ,,"$3,216,459 ",,"1,062,531 ",,"40,621 ",,0 ,,"533,069 ",,No,,,,,,
Northwestern CT Transit District,Torrington,CT,1R01-004,1R01-10131,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,15,,$2.02 ,,0.06 ,,$37.39 ,,1.1 ,,$33.55 ,,$0.00 ,,,"$36,610 ",,"$607,181 ",,"18,098 ",,"16,238 ",,0 ,,"254,144 ",,No,,,,,,
"Lafayette City-Parish Consolidated Government, dba: Lafayette Transit System",Lafayette,LA,6038,60038,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"252,720 ",21,MB,DO,15,,$0.24 ,W,0.07 ,,$93.69 ,,29.4 ,W,$3.19 ,W,$0.59 ,W,,"$361,069 ",,"$4,817,775 ",,"1,510,821 ",W,"51,424 ",,"8,139,132 ",W,"803,455 ",,Yes,,,,,,
Fairmont Marion County Transit Authority,Fairmont,WV,3R05-015,3R05-30149,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,21,MB,DO,14,,$0.75 ,,0.07 ,,$113.09 ,,10.9 ,,$10.39 ,,$0.00 ,,,"$132,449 ",,"$1,836,470 ",,"176,752 ",,"16,239 ",,0 ,,"399,894 ",,No,,,,,,
"Greeley, City Of",Greeley,CO,8010,80010,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"117,825 ",21,MB,DO,14,,$0.55 ,,0.13 ,,$82.47 ,,19.7 ,,$4.19 ,,$0.00 ,,,"$449,374 ",,"$3,434,416 ",,"818,992 ",,"41,644 ",,0 ,,"546,927 ",,No,,,,,,
Great Falls Transit District,Great Falls,MT,8012,80012,Independent Public Agency or Authority of Transit Service,Full Reporter,"65,207 ",21,MB,DO,13,,$0.52 ,,0.08 ,,$81.35 ,,12.3 ,,$6.60 ,,$2.24 ,,,"$211,939 ",,"$2,688,598 ",,"407,397 ",,"33,049 ",,"1,201,454 ",,"426,398 ",,No,,,,,,
City and Borough of Juneau,Juneau,AK,0R04-005,0R04-00391,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,DO,13,,$0.69 ,,0.13 ,,$135.83 ,,25.7 ,,$5.29 ,,$0.00 ,,,"$712,569 ",,"$5,460,170 ",,"1,032,304 ",,"40,200 ",,0 ,,"610,540 ",,No,,,,,,
Tillamook County Transportation District,Tillamook,OR,0R02-028,0R02-00296,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,12,,$43.68 ,,0.59 ,,$61.72 ,,0.8 ,,$73.53 ,,$0.00 ,,,"$542,740 ",,"$913,595 ",,"12,425 ",,"14,803 ",,0 ,,"327,517 ",,No,,,,,,
Eastern Band of Cherokee Indians,Cherokee,NC,4T02,44913,Tribe,Reduced Reporter,0 ,21,MB,DO,11,,$1.32 ,,0.14 ,,$23.56 ,,2.6 ,,$9.20 ,,$0.00 ,,,"$96,285 ",,"$673,664 ",,"73,222 ",,"28,593 ",,0 ,,"373,897 ",,No,,,,,,
"The County Commissioners of Caroline County, Maryland",Denton,MD,3R03-027,3R03-30186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,MB,DO,11,,$0.90 ,,0.04 ,,$43.86 ,,1.8 ,,$23.82 ,,$0.00 ,,,"$39,292 ",,"$1,042,657 ",,"43,769 ",,"23,775 ",,0 ,,"409,403 ",,No,,,,,,
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,"90,057 ",21,MB,DO,11,,$0.90 ,,0.17 ,,$100.18 ,,18.4 ,,$5.43 ,,$1.89 ,,,"$429,058 ",,"$2,590,101 ",,"476,803 ",,"25,854 ",,"1,370,450 ",,"346,282 ",,No,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ",21,DR,PT,11,,$3.12 ,,0.15 ,,$48.31 ,,2.3 ,,$20.98 ,,$7.05 ,,,"$196,113 ",,"$1,319,334 ",,"62,895 ",,"27,308 ",,"187,207 ",,"239,720 ",,No,,,,,,
Eastern Band of Cherokee Indians,Cherokee,NC,4T02,44913,Tribe,Reduced Reporter,0 ,21,DR,DO,10,,$13.29 ,,0.32 ,,$28.53 ,,0.7 ,,$41.29 ,,$0.00 ,,,"$135,872 ",,"$422,063 ",,"10,221 ",,"14,793 ",,0 ,,"151,234 ",,No,,,,,,
Cities Area Transit,Grand Forks,ND,8008,80008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"61,270 ",21,MB,DO,10,,$0.74 ,,0.08 ,,$81.87 ,,9.2 ,,$8.88 ,,$2.08 ,,,"$188,143 ",,"$2,251,929 ",,"253,657 ",,"27,506 ",,"1,080,992 ",,"370,412 ",,No,,,,,,
"The County Commissioners of Caroline County, Maryland",Denton,MD,3R03-027,3R03-30186,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,21,DR,DO,10,,$0.59 ,,0.04 ,,$33.67 ,,2.5 ,,$13.53 ,,$0.00 ,,,"$31,605 ",,"$722,714 ",,"53,402 ",,"21,464 ",,0 ,,"284,863 ",,No,,,,,,
"City of Jackson Transportation Authority, dba: Jackson Area Transportation Authority",Jackson,MI,5034,50034,Independent Public Agency or Authority of Transit Service,Full Reporter,"90,057 ",21,DR,DO,10,,$2.87 ,,0.06 ,,$102.33 ,,2.2 ,,$45.64 ,,$12.08 ,,,"$97,141 ",,"$1,547,444 ",,"33,903 ",,"15,122 ",,"128,059 ",,"198,253 ",,No,,,,,,
Muscogee (Creek) Nation,Okmulgee,OK,6T08,66170,Tribe,Reduced Reporter,0 ,21,MB,DO,1,,$0.00 ,,0.00 ,,$36.41 ,,2.3 ,,$15.51 ,,$0.00 ,,,$0 ,,"$69,768 ",,"4,499 ",,"1,916 ",,0 ,,"19,114 ",,No,,,,,,
Tri River Transit,Hamlin,WV,3R05-021,3R05-30183,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,20,MB,DO,9,,$0.48 ,,0.04 ,,$32.29 ,,2.8 ,,$11.36 ,,$0.00 ,,,"$37,126 ",,"$879,253 ",,"77,375 ",,"27,226 ",,0 ,,"597,641 ",,No,,,,,,
City of Dubuque,Dubuque,IA,7011,70011,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"67,818 ",20,DR,DO,9,,$3.22 ,,0.15 ,,$54.99 ,,2.5 ,,$21.83 ,,$0.00 ,,,"$205,042 ",,"$1,391,775 ",,"63,766 ",,"25,310 ",,0 ,,"276,371 ",,No,,,,,,
"City of Rapid City, dba: Rapid Transit System",Rapid City,SD,8014,80014,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"81,251 ",20,MB,DO,9,,$0.57 ,,0.17 ,,$57.71 ,,17.6 ,,$3.28 ,,$0.00 ,,,"$209,652 ",,"$1,211,152 ",,"369,697 ",,"20,987 ",,0 ,,"287,944 ",,No,,,,,,
"Three Rivers Community Action, Inc.",Plainview,MN,5R04-036,5R04-50510,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,20,DR,DO,9,,$0.70 ,,0.06 ,,$51.91 ,,4.5 ,,$11.48 ,,$0.00 ,,,"$100,961 ",,"$1,643,974 ",,"143,226 ",,"31,667 ",,0 ,,"367,389 ",,No,,,,,,
"City of Battle Creek, dba: Battle Creek Transit",Battle Creek,MI,5030,50030,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,393 ",20,DR,DO,7,,$1.52 ,,0.04 ,,$93.78 ,,2.2 ,,$42.47 ,,$0.00 ,,,"$38,254 ",,"$1,070,280 ",,"25,201 ",,"11,413 ",,0 ,,"116,179 ",,No,,,,,,
Targhee Regional Public Transit Authority,Idaho Falls,ID,0042,00042,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"90,733 ",20,MB,DO,6,,$0.85 ,,0.04 ,,$49.34 ,,2.3 ,,$21.20 ,,$0.00 ,,,"$28,441 ",,"$705,368 ",,"33,279 ",,"14,296 ",,0 ,,"203,336 ",,No,,,,,,
Paul Bunyan Transit,Bemidji,MN,5R04-007,5R04-50489,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,20,MB,DO,5,,$1.49 ,,0.21 ,,$70.86 ,,10.1 ,,$7.01 ,,$0.00 ,,,"$46,241 ",,"$217,624 ",,"31,025 ",,"3,071 ",,0 ,,"32,755 ",,No,,,,,,
OSU-Stillwater Community Transit,Stillwater,OK,6R04-014,6R04-60160,University,Rural Reporter,0 ,20,DR,DO,3,,$2.93 ,,0.14 ,,$26.74 ,,1.3 ,,$20.33 ,,$0.00 ,,,"$27,300 ",,"$189,339 ",,"9,313 ",,"7,082 ",,0 ,,"37,395 ",,No,,,,,,
Albemarle Regional Health Services,Elizabeth City,NC,4R06-062,4R06-41111,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,20,DR,DO,20,,$0.37 ,,0.02 ,,$39.01 ,,2.1 ,,$18.91 ,,$0.00 ,,,"$36,152 ",,"$1,851,095 ",,"97,866 ",,"47,452 ",,0 ,,"833,330 ",,No,,,,,,
Ludington Mass Transportation Authority,Ludington,MI,5R03-047,5R03-50459,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,20,DR,DO,20,,$1.10 ,,0.11 ,,$54.23 ,,5.4 ,,$10.04 ,,$0.00 ,,,"$199,347 ",,"$1,813,098 ",,"180,613 ",,"33,431 ",,0 ,,"395,156 ",,No,,,,,,
Morgan County Transit,McConnelsville,OH,5R05-064,5R05-50421,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,20,DR,DO,20,,$0.73 ,,0.02 ,,$36.19 ,,0.9 ,,$38.96 ,,$0.00 ,,,"$17,211 ",,"$924,623 ",,"23,732 ",,"25,548 ",,0 ,,"492,810 ",,No,,,,,,
Generations Unlimited,Barnwell,SC,4R07-006,4R07-41002,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,20,DR,DO,20,,$0.87 ,,0.06 ,,$18.23 ,,1.2 ,,$15.75 ,,$0.00 ,,,"$53,939 ",,"$978,814 ",,"62,151 ",,"53,699 ",,0 ,,"729,974 ",,No,,,,,,
Monroe Randolph Transit District,Sparta,IL,5R01-046,5R01-50339,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,20,DR,DO,20,,$4.58 ,,0.09 ,,$78.19 ,,1.5 ,,$51.30 ,,$0.00 ,,,"$45,056 ",,"$504,112 ",,"9,827 ",,"6,447 ",,0 ,,"169,793 ",,No,,,,,,
Heart of Texas Council of Governments,Waco ,TX,6R05-030,6R05-60142,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,20,DR,DO,20,,$1.07 ,,0.03 ,,$56.53 ,,1.6 ,,$35.73 ,,$0.00 ,,,"$37,100 ",,"$1,237,366 ",,"34,631 ",,"21,890 ",,0 ,,"456,515 ",,No,,,,,,
"Cumberland County, dba: Cumberland Area Transit System",Bridgeton,NJ,2193,20193,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"95,259 ",20,DR,DO,20,,$0.00 ,,0.00 ,,$68.80 ,,2.4 ,,$28.51 ,,$4.62 ,,,$0 ,,"$2,222,620 ",,"77,972 ",,"32,306 ",,"481,493 ",,"458,662 ",,No,,,,,,
Mississippi Valley State University Mass Transit,Itta Bena,MS,4R05-018,4R05-41024,University,Rural Reporter,0 ,20,DR,DO,20,,$0.05 ,,0.00 ,,$87.95 ,,4.8 ,,$18.41 ,,$0.00 ,,,"$1,939 ",,"$738,682 ",,"40,126 ",,"8,399 ",,0 ,,"260,601 ",,No,,,,,,
"Garrett County Community Action Committee, Inc",Oakland,MD,3R03-008,3R03-30117,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,20,DR,DO,20,,$1.65 ,,0.10 ,,$72.39 ,,4.5 ,,$15.99 ,,$0.00 ,,,"$170,474 ",,"$1,648,496 ",,"103,076 ",,"22,771 ",,0 ,,"651,875 ",,No,,,,,,
"Aroostook Regional Transportation Systems, Inc.",Presque Isle,ME,1R03-001,1R03-10142,Private-Non-Profit Corporation,Rural Reporter,0 ,20,DR,DO,20,,$0.65 ,,0.03 ,,$81.36 ,,3.4 ,,$23.81 ,,$0.00 ,,,"$43,202 ",,"$1,572,028 ",,"66,017 ",,"19,321 ",,0 ,,"335,801 ",,No,,,,,,
