Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Carroll County Department of Public Works,Westminster,MD,3092,30092,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"72,714 ",30,DR,PT,26,,$1.50 ,,0.09 ,,$65.87 ,,4.0 ,,$16.57 ,,$0.00 ,,,"$177,739 ",,"$1,966,744 ",,"118,718 ",,"29,860 ",,0 ,,"443,525 ",,No,,,,,,
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"62,182 ",30,DR,DO,25,,$0.04 ,,0.00 ,,$37.49 ,,3.1 ,,$12.08 ,,$3.40 ,,,"$4,159 ",,"$1,133,609 ",,"93,872 ",,"30,234 ",,"333,405 ",,"371,989 ",,No,,,,,,
Ozaukee County Transit Services,Port Washington,WI,5161,50161,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476 ",30,DR,PT,23,,$4.71 ,,0.30 ,,$32.37 ,,2.1 ,,$15.59 ,,$2.28 ,,,"$535,066 ",,"$1,770,329 ",,"113,569 ",,"54,688 ",,"777,035 ",,"1,113,205 ",,No,,,,,,
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ",30,DR,DO,22,,$8.09 ,,0.60 ,,$43.38 ,,3.2 ,,$13.52 ,,$0.00 ,,,"$802,957 ",,"$1,341,793 ",,"99,221 ",,"30,933 ",,0 ,,"518,998 ",,No,,,,,,
Kennebec Valley Community Action Program,Waterville,ME,1R03-005,1R03-10155,Private-Non-Profit Corporation,Rural Reporter,0 ,30,DR,DO,22,,$0.22 ,,0.01 ,,$38.81 ,,2.2 ,,$17.32 ,,$0.00 ,,,"$21,325 ",,"$1,707,801 ",,"98,628 ",,"44,000 ",,0 ,,"653,302 ",,No,,,,,,
Mecklenburg County DSS,Charlotte,NC,4228,40228,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ",30,DR,DO,22,,$0.38 ,,0.01 ,,$106.23 ,,2.5 ,,$42.36 ,,$0.00 ,,,"$27,295 ",,"$3,016,842 ",,"71,212 ",,"28,400 ",,0 ,,"503,120 ",,No,,,,,,
Marquette County Transit Authority,Marquette ,MI,5R03-049,5R03-50427,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,30,DR,DO,21,,$2.23 ,,0.18 ,,$58.91 ,,4.7 ,,$12.53 ,,$0.00 ,,,"$191,967 ",,"$1,080,443 ",,"86,227 ",,"18,342 ",,0 ,,"351,524 ",,No,,,,,,
GO Transit,Oshkosh,WI,5009,50009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"74,495 ",30,DT,PT,20,,$5.33 ,,0.79 ,,$26.48 ,,3.9 ,,$6.77 ,,$1.56 ,,,"$433,149 ",,"$550,493 ",,"81,333 ",,"20,791 ",,"353,936 ",,"348,945 ",,No,,,,,,
"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",Wood Ridge,NJ,2197,20197,Private-Non-Profit Corporation,Reduced Reporter,"18,351,295 ",30,DR,DO,19,,$2.96 ,,0.20 ,,$44.36 ,,3.0 ,,$14.78 ,,$0.00 ,,,"$131,485 ",,"$655,654 ",,"44,365 ",,"14,779 ",,0 ,,"250,350 ",,No,,,,,,
Columbia County,St. Helens,OR,0R02-018,0R02-00375,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,CB,PT,17,,$4.20 ,,0.22 ,,$90.13 ,,4.7 ,,$19.32 ,,$0.00 ,,,"$288,993 ",,"$1,331,014 ",,"68,877 ",,"14,768 ",,0 ,,"442,643 ",,No,,,,,,
Virgin Islands Department of Public Works,St. Thomas,VI,4188,40188,State Government Unit or Department of Transportation,Reduced Reporter,"106,405 ",30,MB,DO,16,,$0.56 ,,0.10 ,,$60.31 ,,11.1 ,,$5.45 ,,$0.00 ,,,"$336,749 ",,"$3,265,854 ",,"599,744 ",,"54,148 ",,0 ,,"525,409 ",,No,,,,,,
LaCrosse Municipal Transit Utility,La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868 ",30,MB,DO,16,,$0.62 ,,0.13 ,,$87.51 ,,17.6 ,,$4.96 ,,$1.60 ,,,"$645,204 ",,"$5,123,647 ",,"1,032,964 ",,"58,547 ",,"3,205,647 ",,"830,979 ",,No,,,,,,
Butte Silver Bow Transit,Butte,MT,8R02-001,8R02-80174,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,MB,DO,15,,$0.00 ,,0.00 ,,$75.29 ,,17.1 ,,$4.41 ,,$0.00 ,,,$0 ,,"$853,102 ",,"193,481 ",,"11,331 ",,0 ,,"175,281 ",,No,,,,,,
Butte Silver Bow Transit,Butte,MT,8R02-001,8R02-80174,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,DR,DO,15,,$0.00 ,,0.00 ,,$44.70 ,,2.5 ,,$17.77 ,,$0.00 ,,,$0 ,,"$320,962 ",,"18,061 ",,"7,180 ",,0 ,,"65,946 ",,No,,,,,,
LaCrosse Municipal Transit Utility,La Crosse,WI,5004,50004,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"100,868 ",30,DR,PT,14,,$12.15 ,,0.66 ,,$21.59 ,,1.2 ,,$18.48 ,,$2.74 ,,,"$322,115 ",,"$489,966 ",,"26,508 ",,"22,693 ",,"179,125 ",,"281,540 ",,No,,,,,,
Virgin Islands Department of Public Works,St. Thomas,VI,4188,40188,State Government Unit or Department of Transportation,Reduced Reporter,"106,405 ",30,DR,DO,14,,$1.24 ,,0.03 ,,$71.62 ,,1.8 ,,$40.08 ,,$0.00 ,,,"$66,375 ",,"$2,137,270 ",,"53,329 ",,"29,843 ",,0 ,,"336,097 ",,No,,,,,,
Columbia County,St. Helens,OR,0R02-018,0R02-00375,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,DR,PT,11,,$5.18 ,,0.55 ,,$28.49 ,,3.0 ,,$9.42 ,,$0.00 ,,,"$81,931 ",,"$148,929 ",,"15,817 ",,"5,227 ",,0 ,,"79,128 ",,No,,,,,,
"Meadowlands Transportation Brokerage Corporation, dba Meadowlink",Wood Ridge,NJ,2197,20197,Private-Non-Profit Corporation,Reduced Reporter,"18,351,295 ",30,MB,DO,11,,$0.32 ,,0.07 ,,$55.84 ,,12.8 ,,$4.37 ,,$0.00 ,,,"$56,261 ",,"$769,195 ",,"176,032 ",,"13,775 ",,0 ,,"194,795 ",,No,,,,,,
GO Transit,Oshkosh,WI,5009,50009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"74,495 ",30,MB,DO,9,,$0.50 ,,0.15 ,,$87.94 ,,26.0 ,,$3.39 ,,$1.19 ,,,"$449,810 ",,"$3,038,619 ",,"897,656 ",,"34,552 ",,"2,553,382 ",,"483,085 ",,No,,,,,,
Marquette County Transit Authority,Marquette ,MI,5R03-049,5R03-50427,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,30,MB,DO,9,,$0.09 ,,0.01 ,,$62.73 ,,10.3 ,,$6.08 ,,$0.00 ,,,"$26,045 ",,"$1,757,741 ",,"288,893 ",,"28,020 ",,0 ,,"570,695 ",,No,,,,,,
Mecklenburg County DSS,Charlotte,NC,4228,40228,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ",30,DT,PT,8,,$0.18 ,,0.01 ,,$31.99 ,,1.7 ,,$18.66 ,,$0.00 ,,,"$48,834 ",,"$5,164,919 ",,"276,865 ",,"161,450 ",,0 ,,"2,135,721 ",,No,,,,,,
Kennebec Valley Community Action Program,Waterville,ME,1R03-005,1R03-10155,Private-Non-Profit Corporation,Rural Reporter,0 ,30,MB,DO,8,,$0.82 ,,0.10 ,,$46.63 ,,5.7 ,,$8.22 ,,$0.00 ,,,"$79,942 ",,"$803,551 ",,"97,803 ",,"17,232 ",,0 ,,"331,944 ",,No,,,,,,
Ozaukee County Transit Services,Port Washington,WI,5161,50161,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"1,376,476 ",30,CB,DO,7,,$2.18 ,,0.21 ,,$152.74 ,,14.7 ,,$10.38 ,,$0.51 ,,,"$235,881 ",,"$1,124,472 ",,"108,345 ",,"7,362 ",,"2,199,404 ",,"191,112 ",,No,,,,,,
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ",30,DR,PT,6,,$28.21 ,,1.53 ,,$0.00 ,,0.0 ,,$18.42 ,,$0.00 ,,,"$480,764 ",,"$313,942 ",,"17,044 ",,0 ,,0 ,,0 ,,No,,,,,,
City of Kokomo,Kokomo,IN,5145,50145,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"62,182 ",30,MB,DO,5,,$0.00 ,,0.00 ,,$36.10 ,,33.9 ,,$1.07 ,,$0.25 ,,,$0 ,,"$436,573 ",,"409,706 ",,"12,092 ",,"1,745,348 ",,"145,619 ",,No,,,,,,
Carroll County Department of Public Works,Westminster,MD,3092,30092,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"72,714 ",30,MB,PT,4,,$1.39 ,,0.06 ,,$35.12 ,,1.6 ,,$21.90 ,,$0.00 ,,,"$22,577 ",,"$356,163 ",,"16,265 ",,"10,140 ",,0 ,,"121,562 ",,No,,,,,,
Gaston County,Gastonia,NC,4221,40221,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"169,495 ",30,MB,DO,2,,$0.92 ,,0.08 ,,$33.42 ,,2.8 ,,$12.01 ,,$0.00 ,,,"$5,408 ",,"$70,244 ",,"5,849 ",,"2,102 ",,0 ,,"52,406 ",,No,,,,,,
Lee-Russell Council of Governments,Opelika,AL,4073,40073,"MPO, COG or Other Planning Agency",Reduced Reporter,"74,741 ",30,MB,DO,2,,$0.78 ,,0.17 ,,$46.11 ,,9.9 ,,$4.66 ,,$0.00 ,,,"$15,622 ",,"$93,330 ",,"20,042 ",,"2,024 ",,0 ,,"52,870 ",,No,,,,,,
Columbia County,St. Helens,OR,0R02-018,0R02-00375,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,MB,PT,2,,$4.40 ,,0.66 ,,$31.24 ,,4.7 ,,$6.70 ,,$0.00 ,,,"$33,687 ",,"$51,272 ",,"7,653 ",,"1,641 ",,0 ,,"49,183 ",,No,,,,,,
GO Transit,Oshkosh,WI,5009,50009,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"74,495 ",30,MB,PT,1,,$0.78 ,,0.13 ,,$33.27 ,,5.4 ,,$6.18 ,,$0.53 ,,,"$13,002 ",,"$103,176 ",,"16,708 ",,"3,101 ",,"194,305 ",,"68,104 ",,No,,,,,,
St. Joseph County Transportation Authority,Three Rivers,MI,5R03-066,5R03-50436,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,30,MB,DO,1,,$1.00 ,,0.11 ,,$27.62 ,,3.0 ,,$9.14 ,,$0.00 ,,,"$8,516 ",,"$77,863 ",,"8,516 ",,"2,819 ",,0 ,,"24,831 ",,No,,,,,,
County of Mercer,Trenton,NJ,2211,20211,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"296,668 ",29,DR,DO,29,,$0.00 ,,0.00 ,,$70.67 ,,3.0 ,,$23.20 ,,$0.00 ,,,$0 ,,"$2,635,468 ",,"113,606 ",,"37,295 ",,0 ,,"455,795 ",,No,,,,,,
"Jalbert Leasing, Inc.",Portsmouth,NH,1122,10122,Private-For-Profit Corporation,Reduced Reporter,"88,200 ",29,CB,DO,29,,$18.53 ,,1.04 ,,$162.88 ,,9.2 ,,$17.74 ,,$0.00 ,,,"$13,237,818 ",,"$12,672,366 ",,"714,309 ",,"77,801 ",,0 ,,"2,566,223 ",,No,,,,,,
Ottawa County Transportation Agency,Wilmington,OH,5R05-065,5R05-50298,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,29,DR,DO,29,,$0.40 ,,0.03 ,,$55.15 ,,4.1 ,,$13.55 ,,$0.00 ,,,"$67,489 ",,"$2,266,852 ",,"167,247 ",,"41,104 ",,0 ,,"829,325 ",,No,,,,,,
Chickasaw Nation,Ada,OK,6T02,60002,Tribe,Reduced Reporter,0 ,29,DR,DO,28,,$0.07 ,,0.00 ,,$66.59 ,,1.2 ,,$55.54 ,,$0.00 ,,,"$3,196 ",,"$2,448,374 ",,"44,086 ",,"36,767 ",,0 ,,"828,351 ",,No,,,,,,
Central Indiana Regional Transportation Authority,Indianapolis,IN,5209,50209,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,487,483 ",29,VP,PT,26,,$4.99 ,,0.74 ,,$52.94 ,,7.8 ,,$6.74 ,,$0.00 ,,,"$415,763 ",,"$561,750 ",,"83,303 ",,"10,612 ",,0 ,,"478,878 ",,No,,,,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",29,MB,PT,25,,$5.37 ,,0.50 ,,$282.69 ,,26.5 ,,$10.65 ,,$1.43 ,,,"$3,220,331 ",,"$6,386,524 ",,"599,667 ",,"22,592 ",,"4,479,822 ",,"607,498 ",,No,,,,,,
Cape Girardeau County Transit Authority,Cape Girardeau,MO,7051,70051,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"52,900 ",29,DR,DO,24,,$5.45 ,,0.34 ,,$32.20 ,,2.0 ,,$16.15 ,,$0.00 ,,,"$637,974 ",,"$1,889,602 ",,"117,026 ",,"58,682 ",,0 ,,"970,527 ",,No,,,,,,
Cedar Rapids Transit,Cedar Rapids,IA,7008,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"177,844 ",29,MB,DO,22,,$0.64 ,,0.12 ,,$100.68 ,,18.7 ,,$5.39 ,,$1.14 ,,,"$848,339 ",,"$7,105,877 ",,"1,317,389 ",,"70,577 ",,"6,233,119 ",,"978,000 ",,No,,,,,,
Lowcountry Regional Transportation Authority,Bluffton,SC,4R07-007,4R07-41092,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,DR,DO,22,,$0.96 ,,0.09 ,,$38.78 ,,3.5 ,,$11.00 ,,$0.00 ,,,"$56,692 ",,"$650,505 ",,"59,150 ",,"16,774 ",,0 ,,"290,144 ",,No,,,,,,
City of Pasadena,Pasadena,CA,,99424,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",29,MB,PT,19,,$0.48 ,,0.17 ,,$71.55 ,,25.4 ,,$2.82 ,,$0.00 ,,,"$762,097 ",,"$4,508,959 ",,"1,601,391 ",,"63,016 ",,0 ,,"666,959 ",,No,,,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731 ",29,DR,PT,16,,$3.39 ,,0.12 ,,$90.63 ,,3.1 ,,$29.50 ,,$3.26 ,,,"$178,959 ",,"$1,556,079 ",,"52,744 ",,"17,169 ",,"478,039 ",,"302,227 ",,No,,,,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422 ",29,MB,PT,16,,$0.00 ,,0.00 ,,$49.07 ,,19.8 ,,$2.48 ,,$0.49 ,,,$0 ,,"$2,872,463 ",,"1,157,881 ",,"58,538 ",,"5,905,193 ",,"1,038,784 ",,No,,,,,,
Indian River County,Vero Beach,FL,4104,40104,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"149,422 ",29,DR,PT,13,,$0.47 ,,0.02 ,,$46.73 ,,1.7 ,,$28.06 ,,$2.95 ,,,"$18,409 ",,"$1,108,584 ",,"39,502 ",,"23,723 ",,"375,269 ",,"404,475 ",,No,,,,,,
Redding Area Bus Authority,Redding,CA,9093,90093,Independent Public Agency or Authority of Transit Service,Full Reporter,"117,731 ",29,MB,PT,13,,$0.99 ,,0.17 ,,$89.28 ,,15.6 ,,$5.72 ,,$0.88 ,,,"$665,841 ",,"$3,836,924 ",,"670,336 ",,"42,976 ",,"4,361,325 ",,"690,454 ",,No,,,,,,
City of Pasadena,Pasadena,CA,,99424,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",29,DR,PT,10,,$0.71 ,,0.03 ,,$79.18 ,,3.7 ,,$21.26 ,,$0.00 ,,,"$53,124 ",,"$1,580,593 ",,"74,343 ",,"19,962 ",,0 ,,"210,833 ",,No,,,,,,
Lowcountry Regional Transportation Authority,Bluffton,SC,4R07-007,4R07-41092,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,29,CB,DO,7,,$3.30 ,,0.22 ,,$111.95 ,,7.5 ,,$14.89 ,,$0.00 ,,,"$404,541 ",,"$1,824,865 ",,"122,545 ",,"16,300 ",,0 ,,"409,492 ",,No,,,,,,
Cedar Rapids Transit,Cedar Rapids,IA,7008,70008,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"177,844 ",29,DR,PT,7,,$5.90 ,,0.31 ,,$48.62 ,,2.5 ,,$19.20 ,,$3.73 ,,,"$218,151 ",,"$709,524 ",,"36,962 ",,"14,593 ",,"190,163 ",,"271,261 ",,No,,,,,,
New York City Department of Transportation,New York,NY,2082,20082,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"18,351,295 ",29,FB,DO,4,,$0.00 ,,0.00 ,,"$7,327.78 ",,"1,165.5 ",,$6.29 ,,$1.21 ,,,$0 ,,"$145,024,017 ",,"23,066,963 ",,"19,791 ",,"119,948,208 ",,"193,954 ",,No,,,,,,
Central Indiana Regional Transportation Authority,Indianapolis,IN,5209,50209,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"1,487,483 ",29,CB,PT,3,,$1.02 ,,0.07 ,,$64.58 ,,4.7 ,,$13.70 ,,$0.00 ,,,"$43,899 ",,"$586,818 ",,"42,838 ",,"9,086 ",,0 ,,"212,619 ",,No,,,,,,
Cape Girardeau County Transit Authority,Cape Girardeau,MO,7051,70051,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"52,900 ",29,MB,DO,3,,$0.45 ,,0.11 ,,$22.21 ,,5.4 ,,$4.14 ,,$0.00 ,,,"$20,760 ",,"$192,327 ",,"46,416 ",,"8,661 ",,0 ,,"121,127 ",,No,,,,,,
Cape Girardeau County Transit Authority,Cape Girardeau,MO,7051,70051,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"52,900 ",29,VP,DO,2,,$0.00 ,,0.00 ,,$26.18 ,,7.3 ,,$3.57 ,,$0.00 ,,,$0 ,,"$95,075 ",,"26,664 ",,"3,632 ",,0 ,,"133,906 ",,No,,,,,,
Chickasaw Nation,Ada,OK,6T02,60002,Tribe,Reduced Reporter,0 ,29,VP,DO,1,,$0.00 ,,0.00 ,,$40.56 ,,1.7 ,,$23.19 ,,$0.00 ,,,$0 ,,"$49,967 ",,"2,155 ",,"1,232 ",,0 ,,"12,016 ",,No,,,,,,
Morgan County Area Transportation System,Decatur,AL,4111,40111,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"70,436 ",28,DR,DO,28,,$1.50 ,,0.15 ,,$37.30 ,,3.7 ,,$10.17 ,,$0.00 ,,,"$166,926 ",,"$1,128,216 ",,"110,953 ",,"30,244 ",,0 ,,"440,403 ",,No,,,,,,
Laguna Beach Municipal Transit,Laguna Beach,CA,9119,90119,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"583,681 ",28,MB,DO,28,,$0.04 ,,0.02 ,,$83.44 ,,32.2 ,,$2.59 ,,$1.19 ,,,"$43,467 ",,"$2,811,381 ",,"1,083,619 ",,"33,695 ",,"2,362,289 ",,"362,922 ",,No,,,,,,
City of San Juan,San Juan,PR,4112,40112,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"2,148,346 ",28,MB,DO,28,,$0.00 ,,0.00 ,,$87.98 ,,49.4 ,,$1.78 ,,$0.00 ,,,$0 ,,"$2,868,507 ",,"1,610,214 ",,"32,603 ",,0 ,,"248,332 ",,No,,,,,,
Central Florida Regional Planning Council,Bartow,FL,,4R02-44938,"MPO, COG or Other Planning Agency",Rural Reporter,0 ,28,DR,PT,28,,$0.32 ,W,0.01 ,,$41.36 ,W,1.2 ,W,$34.03 ,W,$0.00 ,,,"$14,548 ",,"$1,552,471 ",,"45,619 ",W,"37,539 ",W,0 ,,"537,672 ",W,Yes,,,,,,
A&C Bus Corporation & Montgomery & Westside Owners Association,Jersey City,NJ,2219,20219,Private-For-Profit Corporation,Reduced Reporter,"18,351,295 ",28,MB,DO,28,,$1.45 ,,1.00 ,,$60.51 ,,41.4 ,,$1.46 ,,$0.00 ,,,"$6,456,512 ",,"$6,485,730 ",,"4,440,174 ",,"107,184 ",,0 ,,"771,381 ",,No,,,,,,
Cape May County Fare Free Transportation,Cape May Court House,NJ,2203,20203,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"51,291 ",28,DR,DO,27,,$0.00 ,,0.00 ,,$89.19 ,,3.0 ,,$29.89 ,,$0.00 ,,,$0 ,,"$3,381,141 ",,"113,128 ",,"37,910 ",,0 ,,"514,755 ",,No,,,,,,
University of Iowa,Iowa City,IA,7019,70019,University,Full Reporter,"106,621 ",28,MB,DO,25,,$0.35 ,,0.53 ,,$39.99 ,,61.4 ,,$0.65 ,,$0.47 ,,,"$1,543,163 ",,"$2,896,305 ",,"4,446,672 ",,"72,421 ",,"6,136,407 ",,"732,843 ",,No,,,,,,
Iredell County Area Transportation Services,Statesville,NC,4205,40205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,249,442 ",28,DR,DO,25,,$0.34 ,,0.02 ,,$30.55 ,,1.7 ,,$17.92 ,,$0.00 ,,,"$24,494 ",,"$1,290,230 ",,"72,008 ",,"42,228 ",,0 ,,"701,170 ",,No,,,,,,
East Alabama Regional Planning and Development Commission,Anniston,AL,4064,40064,"MPO, COG or Other Planning Agency",Reduced Reporter,"79,796 ",28,DR,PT,24,,$1.30 ,,0.13 ,,$28.09 ,,2.9 ,,$9.67 ,,$0.00 ,,,"$173,312 ",,"$1,287,747 ",,"133,234 ",,"45,839 ",,0 ,,"431,565 ",,No,,,,,,
Charlotte County Transit Division,Punta Gorda,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541 ",28,DR,PT,22,,$2.04 ,,0.09 ,,$50.05 ,,2.1 ,,$23.78 ,,$1.39 ,,,"$219,622 ",,"$2,563,189 ",,"107,802 ",,"51,210 ",,"1,837,907 ",,"793,788 ",,No,,,,,,
Thousand Oaks Transit,Thousand Oaks,CA,9165,90165,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"214,811 ",28,DR,PT,21,,$3.19 ,,0.13 ,,$55.76 ,,2.4 ,,$23.70 ,,$0.00 ,,,"$314,884 ",,"$2,338,268 ",,"98,661 ",,"41,936 ",,0 ,,"684,209 ",,No,,,,,,
Santa Maria Area Transit,Santa Maria,CA,9087,90087,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"130,447 ",28,MB,PT,19,,$0.90 ,,0.19 ,,$67.41 ,,14.0 ,,$4.80 ,,$1.10 ,,,"$729,562 ",,"$3,912,912 ",,"814,979 ",,"58,049 ",,"3,559,848 ",,"873,683 ",,No,,,,,,
People for People Moses Lake,Moses Lake,WA,0R03-029,0R03-00287,Private-Non-Profit Corporation,Rural Reporter,0 ,28,DR,DO,18,,$0.00 ,,0.00 ,,$45.13 ,,1.3 ,,$34.40 ,,$0.00 ,,,$0 ,,"$471,431 ",,"13,703 ",,"10,446 ",,0 ,,"171,853 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,28,MB,DO,17,,$0.41 ,,0.10 ,,$71.19 ,,16.8 ,,$4.23 ,,$0.00 ,,,"$197,261 ",,"$2,032,492 ",,"480,624 ",,"28,552 ",,0 ,,"498,277 ",,No,,,,,,
Golden Crescent Regional Planning Commission,Victoria,TX,6095,60095,"MPO, COG or Other Planning Agency",Reduced Reporter,"63,683 ",28,DR,DO,17,,$0.89 ,,0.02 ,,$66.49 ,,1.5 ,,$44.90 ,,$0.00 ,,,"$42,387 ",,"$2,131,820 ",,"47,482 ",,"32,062 ",,0 ,,"471,770 ",,No,,,,,,
City of Pocatello,Pocatello,ID,0022,00022,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"69,809 ",28,DR,DO,17,,$0.49 ,,0.02 ,,$61.02 ,,2.9 ,,$21.30 ,,$0.00 ,,,"$40,163 ",,"$1,760,179 ",,"82,654 ",,"28,845 ",,0 ,,"445,333 ",,No,,,,,,
Flint Hills Area Transportation,Manhattan,KS,7053,70053,Private-Non-Profit Corporation,Reduced Reporter,"54,622 ",28,MB,DO,16,,$0.16 ,,0.04 ,,$39.83 ,,9.0 ,,$4.41 ,,$0.00 ,,,"$38,511 ",,"$1,063,691 ",,"241,348 ",,"26,703 ",,0 ,,"413,997 ",,No,,,,,,
Ozark Regional Transit,Springdale,AR,6072,60072,Independent Public Agency or Authority of Transit Service,Full Reporter,"295,083 ",28,MB,DO,16,,$0.18 ,,0.02 ,,$54.06 ,,5.7 ,,$9.48 ,,$1.31 ,,,"$53,072 ",,"$2,735,763 ",,"288,602 ",,"50,606 ",,"2,083,706 ",,"883,533 ",,No,,,,,,
Sedgwick County Transportation - Dept. on Aging,Wichita,KS,7054,70054,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"472,870 ",28,DT,PT,15,,$1.58 ,,0.09 ,,$69.79 ,,4.2 ,,$16.76 ,,$0.00 ,,,"$6,594 ",,"$70,134 ",,"4,185 ",,"1,005 ",,0 ,,"29,487 ",,No,,,,,,
Jackson County Mass Transit District,Carbondale,IL,5204,50204,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,821 ",28,MB,DO,14,,$0.60 ,,0.03 ,,$47.13 ,,2.3 ,,$20.24 ,,$0.00 ,,,"$9,129 ",,"$310,284 ",,"15,331 ",,"6,584 ",,0 ,,"93,014 ",,No,,,,,,
Jackson County Mass Transit District,Carbondale,IL,5204,50204,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"67,821 ",28,DR,DO,14,,$0.75 ,,0.04 ,,$36.06 ,,2.0 ,,$18.34 ,,$0.00 ,,,"$28,544 ",,"$700,569 ",,"38,204 ",,"19,426 ",,0 ,,"252,656 ",,No,,,,,,
Flint Hills Area Transportation,Manhattan,KS,7053,70053,Private-Non-Profit Corporation,Reduced Reporter,"54,622 ",28,DR,DO,12,,$1.84 ,,0.15 ,,$36.96 ,,3.0 ,,$12.27 ,,$0.00 ,,,"$100,452 ",,"$668,383 ",,"54,460 ",,"18,085 ",,0 ,,"305,733 ",,No,,,,,,
