Name,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
City of Durango,Durango,CO,8R01-005,8R01-80206,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,15,MB,DO,13,,$0.48 ,,0.11 ,,$67.16 ,,15.8 ,,$4.24 ,,$0.00 ,,,"$224,879 ",,"$2,001,658 ",,"472,105 ",,"29,805 ",,0 ,,"430,041 ",,No,,,,,,
Nantucket Regional Transit Authority,Nantucket,MA,1R02-004,1R02-10162,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,15,MB,DO,13,,$1.45 ,,0.23 ,,$94.36 ,,14.8 ,,$6.37 ,,$0.00 ,,,"$424,063 ",,"$1,862,589 ",,"292,231 ",,"19,739 ",,0 ,,"200,943 ",,No,,,,,,
San Marcos Urban Transit District,Austin,TX,6131,60131,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"52,826 ",15,MB,DO,12,,$0.74 ,,0.04 ,,$59.54 ,,3.4 ,,$17.35 ,,$0.00 ,,,"$44,413 ",,"$1,035,572 ",,"59,704 ",,"17,394 ",,0 ,,"255,169 ",,No,,,,,,
Hubbard County,Park Rapids,MN,5R04-006,5R04-50397,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,15,DR,DO,12,,$1.65 ,,0.16 ,,$36.74 ,,3.5 ,,$10.54 ,,$0.00 ,,,"$56,521 ",,"$360,849 ",,"34,240 ",,"9,823 ",,0 ,,"130,771 ",,No,,,,,,
Sweetwater Transit Authority Resources,Rock Springs,WY,8R05-009,8R05-80218,Private-Non-Profit Corporation,Rural Reporter,0 ,15,DR,DO,12,,$0.42 ,,0.02 ,,$55.68 ,,3.1 ,,$17.99 ,,$0.00 ,,,"$8,858 ",,"$383,917 ",,"21,346 ",,"6,895 ",,0 ,,"113,648 ",,No,,,,,,
City of Vacaville,Vacaville,CA,9155,90155,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"93,141 ",15,MB,PT,12,,$0.75 ,,0.18 ,,$49.17 ,,11.7 ,,$4.21 ,,$0.00 ,,,"$326,292 ",,"$1,822,083 ",,"432,670 ",,"37,059 ",,0 ,,"504,444 ",,No,,,,,,
Cortland County,Cortland,NY,2R02-055,2R02-20958,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,15,MB,PT,12,,$1.12 ,,0.10 ,,$59.51 ,,5.6 ,,$10.65 ,,$0.00 ,,,"$144,750 ",,"$1,381,390 ",,"129,656 ",,"23,212 ",,0 ,,"348,186 ",,No,,,,,,
Warren County Transit Authority,Warren,PA,3R04-007,3R04-30124,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,15,DR,DO,12,,$0.46 ,,0.03 ,,$54.52 ,,3.0 ,,$18.21 ,,$0.00 ,,,"$17,208 ",,"$677,069 ",,"37,177 ",,"12,418 ",,0 ,,"111,910 ",,No,,,,,,
VRT-Culpeper Region,Purcellville,VA,3R06-044,3R06-30118,Private-Non-Profit Corporation,Rural Reporter,0 ,15,MB,DO,11,,$0.26 ,,0.03 ,,$56.92 ,,7.3 ,,$7.83 ,,$0.00 ,,,"$29,474 ",,"$902,630 ",,"115,209 ",,"15,859 ",,0 ,,"327,090 ",,No,,,,,,
City of South Gate,South Gate,CA,,90291,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,DT,PT,9,,$0.53 ,,0.15 ,,$41.79 ,,11.7 ,,$3.57 ,,$0.00 ,,,"$72,752 ",,"$492,624 ",,"138,023 ",,"11,789 ",,0 ,,"178,731 ",,No,,,,,,
Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,CB,DO,9,,$1.89 ,,0.41 ,,$74.93 ,,16.2 ,,$4.63 ,,$0.00 ,,,"$1,033,071 ",,"$2,528,123 ",,"546,561 ",,"33,741 ",,0 ,,"645,077 ",,No,,,,,,
City of Arcadia Transit,Arcadia,CA,9044,90044,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,DR,PT,8,,$0.20 ,,0.01 ,,$67.01 ,,3.0 ,,$22.68 ,,$0.00 ,,,"$6,429 ",,"$739,560 ",,"32,609 ",,"11,036 ",,0 ,,"102,550 ",,No,,,,,,
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,DR,DO,8,,$0.14 ,,0.01 ,,$66.45 ,,4.0 ,,$16.64 ,,$0.00 ,,,"$5,080 ",,"$621,165 ",,"37,320 ",,"9,348 ",,0 ,,"88,448 ",,No,,,,,,
The City of Cheyenne Transit Program,Cheyenne,WY,8020,80020,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"73,588 ",14,MB,DO,8,,$0.64 ,,0.12 ,,$35.52 ,,6.8 ,,$5.23 ,,$0.00 ,,,"$116,002 ",,"$948,954 ",,"181,295 ",,"26,718 ",,0 ,,"328,286 ",,No,,,,,,
Albany Transit System,Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"95,779 ",14,MB,DO,8,,$0.73 ,,0.17 ,,$81.52 ,,18.9 ,,$4.31 ,,$1.01 ,W,,"$466,615 ",,"$2,767,874 ",,"642,719 ",,"33,953 ",,"2,729,531 ",W,"595,628 ",,Yes,,,,,,
Randolph County Senior Center ,Elkins,WV,3R05-023,3R05-30122,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,8,,$1.10 ,,0.05 ,,$33.78 ,,1.5 ,,$21.83 ,,$0.00 ,,,"$17,823 ",,"$355,157 ",,"16,270 ",,"10,515 ",,0 ,,"91,893 ",,No,,,,,,
Fremont County Association of Governments,Riverton,WY,8R05-008,8R05-80121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,8,,$0.48 ,,0.01 ,,$140.87 ,Q,2.7 ,Q,$52.37 ,,$0.00 ,,,"$3,460 ",,"$376,697 ",,"7,193 ",,"2,674 ",Q,0 ,,"162,281 ",,Yes,,,,,,
Windham Region Transit District,Willimantic,CT,1R01-005,1R01-10149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,7,,$1.20 ,,0.06 ,,$64.74 ,,3.1 ,,$20.71 ,,$0.00 ,,,"$43,595 ",,"$755,015 ",,"36,455 ",,"11,663 ",,0 ,,"196,105 ",,No,,,,,,
Clinton County,Plattsburgh,NY,2R02-018,2R02-20939,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,7,,$0.82 ,,0.09 ,,$40.95 ,,4.5 ,,$9.06 ,,$0.00 ,,,"$93,481 ",,"$1,036,127 ",,"114,327 ",,"25,302 ",,0 ,,"412,519 ",,No,,,,,,
Clinton County,Plattsburgh,NY,2R02-018,2R02-20939,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,7,,$0.91 ,,0.03 ,,$27.18 ,,0.9 ,,$30.52 ,,$0.00 ,,,"$10,387 ",,"$348,329 ",,"11,414 ",,"12,818 ",,0 ,,"138,707 ",,No,,,,,,
Jefferson Transit,Port Townsend,WA,0R03-035,0R03-00316,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,MB,DO,7,,$0.59 ,,0.04 ,,$168.55 ,,12.0 ,,$14.06 ,,$0.00 ,,,"$140,517 ",,"$3,371,406 ",,"239,814 ",,"20,002 ",,0 ,,"566,523 ",,No,,,,,,
Randolph County Senior Center ,Elkins,WV,3R05-023,3R05-30122,Private-Non-Profit Corporation,Rural Reporter,0 ,14,MB,DO,6,,$1.61 ,,0.07 ,,$38.99 ,,1.8 ,,$21.62 ,,$0.00 ,,,"$14,642 ",,"$196,342 ",,"9,080 ",,"5,036 ",,0 ,,"51,287 ",,No,,,,,,
The City of Cheyenne Transit Program,Cheyenne,WY,8020,80020,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"73,588 ",14,DR,DO,6,,$3.32 ,,0.09 ,,$68.12 ,,1.9 ,,$36.64 ,,$0.00 ,,,"$59,758 ",,"$659,443 ",,"17,999 ",,"9,680 ",,0 ,,"112,411 ",,No,,,,,,
Albany Transit System,Albany,GA,4021,40021,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"95,779 ",14,DR,DO,6,,$2.03 ,,0.05 ,,$63.51 ,,1.6 ,,$40.53 ,,$7.45 ,,,"$26,419 ",,"$527,155 ",,"13,007 ",,"8,301 ",,"70,713 ",,"93,096 ",,No,,,,,,
Fremont County Association of Governments,Riverton,WY,8R05-008,8R05-80121,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,6,,$0.11 ,Q,0.01 ,Q,$43.44 ,,3.7 ,,$11.71 ,,$0.00 ,,,"$4,978 ",Q,"$542,077 ",,"46,305 ",,"12,480 ",,0 ,,"208,088 ",,Yes,,,,,,
City of Arcadia Transit,Arcadia,CA,9044,90044,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,MB,PT,6,,$0.17 ,,0.01 ,,$66.42 ,,2.5 ,,$27.03 ,,$0.00 ,,,"$5,979 ",,"$935,906 ",,"34,619 ",,"14,091 ",,0 ,,"150,671 ",,No,,,,,,
City of Inglewood,Inglewood,CA,,90268,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,DT,PT,5,,$2.61 ,,0.18 ,,$69.62 ,,4.9 ,,$14.24 ,,$0.00 ,,,"$31,350 ",,"$170,769 ",,"11,990 ",,"2,453 ",,0 ,,"39,013 ",,No,,,,,,
Windham Region Transit District,Willimantic,CT,1R01-005,1R01-10149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,5,,$0.72 ,,0.13 ,,$67.89 ,,12.5 ,,$5.42 ,,$0.00 ,,,"$101,933 ",,"$763,049 ",,"140,694 ",,"11,239 ",,0 ,,"145,242 ",,No,,,,,,
City of South Gate,South Gate,CA,,90291,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,MB,PT,5,,$0.20 ,,0.07 ,,$54.51 ,,19.3 ,,$2.83 ,,$0.00 ,,,"$60,059 ",,"$848,244 ",,"300,145 ",,"15,562 ",,0 ,,"175,994 ",,No,,,,,,
Humboldt Transit Authority,Eureka,CA,9R02-016,9R02-91036,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,MB,DO,5,,$2.84 ,,0.13 ,,$85.64 ,,3.8 ,,$22.40 ,,$0.00 ,,,"$140,462 ",,"$1,106,883 ",,"49,420 ",,"12,925 ",,0 ,,"385,165 ",,No,,,,,,
Josephine County,Grants Pass,OR,0059,00059,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"50,520 ",14,DR,DO,5,,$1.65 ,,0.04 ,,$84.81 ,,2.3 ,,$37.32 ,,$0.00 ,,,"$21,917 ",,"$495,603 ",,"13,281 ",,"5,844 ",,0 ,,"84,389 ",,No,,,,,,
Josephine County,Grants Pass,OR,0059,00059,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"50,520 ",14,CB,DO,5,,$1.30 ,,0.08 ,,$83.22 ,,5.2 ,,$15.88 ,,$0.00 ,,,"$42,570 ",,"$520,116 ",,"32,745 ",,"6,250 ",,0 ,,"195,625 ",,No,,,,,,
City of Redondo Beach - Beach Cities Transit,Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",14,DR,PT,4,,$0.85 ,,0.02 ,,$82.15 ,,2.2 ,,$38.19 ,,$8.62 ,,,"$11,755 ",,"$528,279 ",,"13,834 ",,"6,431 ",,"61,270 ",,"60,579 ",,No,,,,,,
City of Commerce Municipal Buslines,Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",14,DR,DO,4,,$0.00 ,,0.00 ,,$139.87 ,,1.3 ,,$108.71 ,,$11.61 ,,,$0 ,,"$639,886 ",,"5,886 ",,"4,575 ",,"55,107 ",,"56,419 ",,No,,,,,,
Farmville Area Bus,Farmville,VA,3R06-013,3R06-30165,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,4,,$0.50 ,,0.03 ,,$63.50 ,,4.1 ,,$15.56 ,,$0.00 ,,,"$2,731 ",,"$84,963 ",,"5,461 ",,"1,338 ",,0 ,,"25,128 ",,No,,,,,,
Jefferson Transit,Port Townsend,WA,0R03-035,0R03-00316,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,VP,DO,4,,$3.74 ,,0.76 ,,$29.14 ,W,6.0 ,W,$4.89 ,,$0.00 ,,,"$33,391 ",,"$43,706 ",,"8,930 ",,"1,500 ",W,0 ,,"59,594 ",,Yes,,,,,,
Josephine County,Grants Pass,OR,0059,00059,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"50,520 ",14,MB,DO,4,,$0.33 ,,0.08 ,,$60.15 ,,14.8 ,,$4.06 ,,$0.00 ,,,"$57,773 ",,"$710,520 ",,"174,992 ",,"11,813 ",,0 ,,"175,075 ",,No,,,,,,
City of McAllen - McAllen Express Transit,McAllen,TX,6099,60099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"728,825 ",14,DR,DO,3,,$0.47 ,,0.03 ,,$39.89 ,,2.8 ,,$14.07 ,,$0.00 ,,,"$6,939 ",,"$207,528 ",,"14,745 ",,"5,203 ",,0 ,,"83,662 ",,No,,,,,,
Jefferson Transit,Port Townsend,WA,0R03-035,0R03-00316,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,DR,DO,3,,$0.92 ,,0.01 ,,$156.82 ,,2.1 ,,$75.36 ,,$0.00 ,,,"$10,178 ",,"$836,310 ",,"11,097 ",,"5,333 ",,0 ,,"55,009 ",,No,,,,,,
Lincoln County,Lincolnton,NC,4R06-074,4R06-40942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,2,,$0.08 ,,0.01 ,,$36.26 ,,2.3 ,,$16.07 ,,$0.00 ,,,$468 ,,"$88,545 ",,"5,511 ",,"2,442 ",,0 ,,"25,621 ",,No,,,,,,
Windham Region Transit District,Willimantic,CT,1R01-005,1R01-10149,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,CB,DO,2,,$2.07 ,,0.17 ,,$40.25 ,,3.3 ,,$12.06 ,,$0.00 ,,,"$56,686 ",,"$330,572 ",,"27,416 ",,"8,213 ",,0 ,,"162,922 ",,No,,,,,,
Lewis County,Lowville,NY,2R02-072,2R02-20925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,PT,2,,$0.17 ,,0.01 ,,$79.46 ,Q,4.7 ,Q,$16.97 ,,$0.00 ,,,$195 ,,"$19,866 ",,"1,171 ",,250 ,Q,0 ,,"4,995 ",Q,Yes,,,,,,
Cherokee County Board of Commissioners,Canton,GA,4161,40161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,515,419 ",14,MB,DO,2,,$0.78 ,,0.10 ,,$41.35 ,,5.4 ,,$7.67 ,,$0.00 ,,,"$16,844 ",,"$166,295 ",,"21,684 ",,"4,022 ",,0 ,,"63,348 ",,No,,,,,,
Essex County Department of Community Development,Elizabethtown,NY,2R02-014,2R02-20932,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,14,,$0.74 ,,0.09 ,,$76.67 ,,9.8 ,,$7.85 ,,$0.00 ,,,"$73,534 ",,"$778,499 ",,"99,162 ",,"10,154 ",,0 ,,"335,421 ",,No,,,,,,
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",14,MB,PT,14,,$0.88 ,,0.11 ,,$66.10 ,,8.5 ,,$7.77 ,,$0.00 ,,,"$200,517 ",,"$1,776,567 ",,"228,502 ",,"26,875 ",,0 ,,"311,638 ",,No,,,,,,
City of Gatlinburg,Gatlinburg,TN,4R08-011,4R08-41102,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,DO,14,,$0.50 ,,0.32 ,,$48.03 ,,30.7 ,,$1.56 ,,$0.00 ,,,"$412,694 ",,"$1,282,667 ",,"820,794 ",,"26,704 ",,0 ,,"303,186 ",,No,,,,,,
"Ripley County Transit, Inc.",Doniphan,MO,7R03-010,7R03-70114,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,14,,$0.00 ,,0.00 ,,$18.85 ,,0.8 ,,$22.54 ,,$0.00 ,,,$0 ,,"$472,913 ",,"20,978 ",,"25,088 ",,0 ,,"453,001 ",,No,,,,,,
ALTRAN Transit Authority,Munising,MI,5R03-001,5R03-50511,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,DR,DO,14,,$3.25 ,,0.37 ,,$34.67 ,,4.0 ,,$8.71 ,,$0.00 ,,,"$356,375 ",,"$955,093 ",,"109,615 ",,"27,545 ",,0 ,,"486,222 ",,No,,,,,,
East Central Council of Local Governments,Stratton,CO,8R01-006,8R01-80162,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$0.22 ,,0.02 ,,$54.41 ,,5.1 ,,$10.59 ,,$0.00 ,,,"$5,276 ",,"$259,057 ",,"24,458 ",,"4,761 ",,0 ,,"87,367 ",,No,,,,,,
Otsego County Board of Commissioners,Gaylord,MI,5R03-058,5R03-50340,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$1.17 ,,0.06 ,,$54.81 ,,2.8 ,,$19.92 ,,$0.00 ,,,"$89,158 ",,"$1,524,015 ",,"76,501 ",,"27,803 ",,0 ,,"351,436 ",,No,,,,,,
Lee County,Sanford,NC,4R06-026,4R06-41150,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$0.69 ,,0.05 ,,$26.31 ,,2.1 ,,$12.62 ,,$0.00 ,,,"$40,834 ",,"$745,187 ",,"59,057 ",,"28,322 ",,0 ,,"450,582 ",,No,,,,,,
Huntington County Council on Aging,Huntington,IN,5R02-010,5R02-50361,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,14,,$1.14 ,,0.07 ,,$26.53 ,,1.7 ,,$15.61 ,,$0.00 ,,,"$45,303 ",,"$622,763 ",,"39,907 ",,"23,474 ",,0 ,,"305,176 ",,No,,,,,,
Calaveras County Department of Public Works,San Andreas,CA,9R02-007,9R02-91063,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,PT,14,,$1.90 ,,0.07 ,,$85.86 ,,3.1 ,,$27.79 ,,$0.00 ,,,"$77,467 ",,"$1,134,687 ",,"40,837 ",,"13,216 ",,0 ,,"353,495 ",,No,,,,,,
Webster Parish Police Jury- OCS,Minden,LA,6R02-030,6R02-60194,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$1.56 ,,0.06 ,,$51.40 ,,2.1 ,,$24.10 ,,$0.00 ,,,"$50,063 ",,"$774,085 ",,"32,115 ",,"15,059 ",,0 ,,"278,064 ",,No,,,,,,
"Middle Kentucky River Area Development Council, Inc.",Jackson,KY,4R04-024,4R04-40909,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,14,,$0.31 ,,0.01 ,,$26.29 ,,0.6 ,,$42.27 ,,$0.00 ,,,"$6,073 ",,"$839,270 ",,"19,856 ",,"31,920 ",,0 ,,"331,325 ",,No,,,,,,
Standing Rock Public Transportation,Fort Yates,ND,8T12,88140,Tribe,Reduced Reporter,0 ,14,DR,DO,14,,$3.77 ,,0.06 ,,$115.91 ,,1.9 ,,$62.22 ,,$0.00 ,,,"$62,798 ",,"$1,037,724 ",,"16,679 ",,"8,953 ",,0 ,,"202,880 ",,No,,,,,,
Enid Public Transportation Authority,Enid,OK,6R04-021,6R04-60227,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$1.69 ,,0.13 ,,$33.81 ,,2.7 ,,$12.63 ,,$0.00 ,,,"$84,435 ",,"$631,684 ",,"50,019 ",,"18,685 ",,0 ,,"254,722 ",,No,,,,,,
City of Bangor - BAT Community Connector,Bangor,ME,1096,10096,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"61,210 ",14,MB,DO,14,,$0.82 ,,0.24 ,,$60.78 ,,17.8 ,,$3.41 ,,$0.00 ,,,"$671,167 ",,"$2,801,649 ",,"821,827 ",,"46,095 ",,0 ,,"598,955 ",,No,,,,,,
Brown County Family Services,New Ulm,MN,5R04-038,5R04-50384,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,14,DR,DO,14,,$1.37 ,,0.10 ,,$55.19 ,,4.2 ,,$13.20 ,,$0.00 ,,,"$73,836 ",,"$710,755 ",,"53,827 ",,"12,879 ",,0 ,,"180,269 ",,No,,,,,,
Whiteside County,Morrison,IL,5R01-050,5R01-50458,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,14,,$0.76 ,,0.04 ,,$37.88 ,,2.2 ,,$16.94 ,,$0.00 ,,,"$37,586 ",,"$839,703 ",,"49,584 ",,"22,168 ",,0 ,,"311,939 ",,No,,,,,,
"South Lake County Community Services, Inc.",Crown Point,IN,5167,50167,Private-Non-Profit Corporation,Full Reporter,"8,608,208 ",14,DR,DO,14,,$2.23 ,,0.12 ,,$31.07 ,,1.6 ,,$18.85 ,,$1.16 ,,,"$97,994 ",,"$826,992 ",,"43,877 ",,"26,615 ",,"713,266 ",,"276,518 ",,No,,,,,,
"Jolley Trolley Transportation of Clearwater, Inc.",Clearwater,FL,,40259,Private-Non-Profit Corporation,Full Reporter,"2,441,770 ",14,MB,DO,14,,$0.97 ,,0.22 ,,$61.73 ,,13.9 ,,$4.45 ,,$0.91 ,,,"$426,398 ",,"$1,958,539 ",,"440,049 ",,"31,725 ",,"2,154,295 ",,"468,447 ",,No,,,,,,
N-Route,Vicksburg,MS,4R05-020,4R05-40957,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,14,,$0.53 ,,0.03 ,,$54.97 ,,3.5 ,,$15.69 ,,$0.00 ,,,"$26,489 ",,"$785,406 ",,"50,062 ",,"14,287 ",,0 ,,"230,778 ",,No,,,,,,
City of West Bend,West Bend,WI,5202,50202,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"68,444 ",14,DR,PT,14,,$4.38 ,,0.39 ,,$30.64 ,,2.7 ,,$11.26 ,,$0.00 ,,,"$436,429 ",,"$1,120,844 ",,"99,580 ",,"36,586 ",,0 ,,"362,176 ",,No,,,,,,
Hoke County,Raeford,NC,4209,40209,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"310,282 ",14,DR,DO,14,,$0.97 ,,0.05 ,,$42.40 ,,2.3 ,,$18.21 ,,$0.00 ,,,"$54,797 ",,"$1,030,391 ",,"56,593 ",,"24,303 ",,0 ,,"499,989 ",,No,,,,,,
City of Scottsdale - Scottsdale Trolley,Scottsdale,AZ,9131,90131,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"3,629,114 ",14,MB,PT,14,,$0.00 ,,0.00 ,,$66.08 ,,12.1 ,,$5.46 ,,$5.69 ,,,$0 ,,"$4,637,144 ",,"849,633 ",,"70,174 ",,"814,534 ",,"834,136 ",,No,,,,,,
"South Central Community Action Agency, Inc.",D'Lo,MS,4R05-015,4R05-40922,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,14,,$0.63 ,,0.03 ,,$25.71 ,,1.3 ,,$20.21 ,,$0.00 ,,,"$14,289 ",,"$457,193 ",,"22,620 ",,"17,780 ",,0 ,,"462,757 ",,No,,,,,,
Door County,Sturgeon Bay,WI,5R06-053,5R06-50366,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DT,PT,14,,$4.45 ,,0.25 ,,$36.80 ,,2.1 ,,$17.90 ,,$0.00 ,,,"$288,297 ",,"$1,158,899 ",,"64,737 ",,"31,491 ",,0 ,,"380,029 ",,No,,,,,,
City of Fort Lauderdale,Fort Lauderdale,FL,,44929,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"5,502,379 ",14,MB,PT,13,,$0.33 ,,0.06 ,,$66.55 ,,11.3 ,,$5.91 ,,$1.54 ,,,"$90,820 ",,"$1,607,328 ",,"271,860 ",,"24,151 ",,"1,045,892 ",,"255,767 ",,No,,,,,,
People for People Yakima,Yakima,WA,0R03-008,0R03-00297,Private-Non-Profit Corporation,Rural Reporter,0 ,14,DR,DO,13,,$0.00 ,,0.00 ,,$73.68 ,,2.0 ,,$36.90 ,,$0.00 ,,,$0 ,,"$1,364,813 ",,"36,988 ",,"18,523 ",,0 ,,"318,699 ",,No,,,,,,
Lincoln County,Lincolnton,NC,4R06-074,4R06-40942,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,DR,DO,12,,$0.14 ,,0.01 ,,$36.26 ,,1.4 ,,$26.17 ,,$0.00 ,,,"$5,444 ",,"$1,029,423 ",,"39,341 ",,"28,391 ",,0 ,,"524,889 ",,No,,,,,,
Lewis County,Lowville,NY,2R02-072,2R02-20925,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,14,MB,PT,12,,$0.21 ,,0.01 ,,$78.81 ,Q,3.6 ,Q,$21.70 ,,$0.00 ,,,"$11,611 ",,"$1,184,152 ",,"54,575 ",,"15,025 ",Q,0 ,,"300,492 ",Q,Yes,,,,,,
Cherokee County Board of Commissioners,Canton,GA,4161,40161,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"4,515,419 ",14,DR,DO,12,,$0.53 ,,0.04 ,,$39.83 ,,2.7 ,,$14.93 ,,$0.00 ,,,"$26,438 ",,"$745,363 ",,"49,939 ",,"18,714 ",,0 ,,"265,922 ",,No,,,,,,
City of McAllen - McAllen Express Transit,McAllen,TX,6099,60099,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"728,825 ",14,MB,DO,11,,$0.51 ,,0.18 ,,$55.25 ,,20.0 ,,$2.76 ,,$0.00 ,,,"$343,513 ",,"$1,867,752 ",,"675,546 ",,"33,807 ",,0 ,,"446,777 ",,No,,,,,,
City of Redondo Beach - Beach Cities Transit,Redondo Beach,CA,9214,90214,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",14,MB,PT,10,,$0.84 ,,0.11 ,,$85.61 ,,10.8 ,,$7.91 ,,$1.93 ,,,"$311,022 ",,"$2,920,113 ",,"369,278 ",,"34,111 ",,"1,514,040 ",,"388,103 ",,No,,,,,,
City of Commerce Municipal Buslines,Commerce,CA,9043,90043,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"12,150,996 ",14,MB,DO,10,,$0.00 ,,0.00 ,,$121.21 ,,17.4 ,,$6.97 ,,$1.73 ,,,$0 ,,"$3,692,764 ",,"529,835 ",,"30,466 ",,"2,135,306 ",,"403,659 ",,No,,,,,,
