Agency,City,State,Legacy NTD ID,NTD ID,Organization Type,Reporter Type,"Primary UZA
 Population",Agency VOMS,Mode,TOS,Mode VOMS,Ratios:,Fare Revenues per Unlinked Passenger Trip ,Fare Revenues per Unlinked Passenger Trip Questionable,Fare Revenues per Total Operating Expense (Recovery Ratio),Fare Revenues per Total Operating Expense (Recovery Ratio) Questionable,"Cost per
 Hour",Cost per Hour Questionable,Passengers per Hour,Passengers per Hour Questionable,Cost per Passenger,Cost per Passenger Questionable,Cost per Passenger Mile,Cost per Passenger Mile Questionable,Source Data:,Fare Revenues Earned,Fare Revenues Earned Questionable,Total Operating Expenses,Total Operating Expenses Questionable,Unlinked Passenger Trips,Unlinked Passenger Trips Questionable,Vehicle Revenue Hours,Vehicle Revenue Hours Questionable,Passenger Miles,Passenger Miles Questionable,Vehicle Revenue Miles,Vehicle Revenue Miles Questionable,Any data questionable?,,,,1,,
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941 ",24,MB,DO,9,,$0.31 ,,0.03 ,,$97.66 ,,9.3 ,,$10.54 ,,$2.68 ,,,"$48,290 ",,"$1,663,489 ",,"157,807 ",,"17,033 ",,"621,760 ",,"219,970 ",,No,,,,,,
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,9,,$1.47 ,,0.04 ,,$46.21 ,,1.2 ,,$38.40 ,,$0.00 ,,,"$19,797 ",,"$518,186 ",,"13,494 ",,"11,213 ",,0 ,,"82,974 ",,No,,,,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952 ",24,MB,DO,9,,$0.38 ,,0.02 ,,$166.21 ,,9.6 ,,$17.26 ,,$4.04 ,,,"$78,036 ",,"$3,522,564 ",,"204,103 ",,"21,193 ",,"871,520 ",,"265,192 ",,No,,,,,,
Access Johnson County,Franklin,IN,5R02-036,50256,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483 ",24,MB,DO,8,,$0.80 ,,0.04 ,,$37.73 ,,2.0 ,,$18.73 ,,$0.00 ,,,"$20,426 ",,"$479,340 ",,"25,589 ",,"12,706 ",,0 ,,"157,205 ",,No,,,,,,
"City of Amarillo, dba: Amarillo City Transit",Amarillo,TX,6001,60001,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"196,651 ",24,DR,DO,8,,$1.17 ,,0.03 ,,$84.56 ,,2.1 ,,$40.84 ,,$0.00 ,,,"$42,106 ",,"$1,473,331 ",,"36,077 ",,"17,424 ",,0 ,,"254,232 ",,No,,,,,,
"City of Brownsville, dba: Brownsville Metro (BMetro)",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585 ",24,DR,DO,8,,$1.16 ,,0.02 ,,$99.76 ,,1.8 ,,$56.28 ,,$11.14 ,,,"$22,924 ",,"$1,115,222 ",,"19,814 ",,"11,179 ",,"100,101 ",,"115,518 ",,No,,,,,,
Flint Hills Area Transportation,Manhattan,KS,7053,70053,Private-Non-Profit Corporation,Reduced Reporter,"54,622 ",24,DR,DO,8,,$1.46 ,,0.05 ,,$64.43 ,,2.4 ,,$26.83 ,,$0.00 ,,,"$38,589 ",,"$710,593 ",,"26,485 ",,"11,029 ",,0 ,,"182,299 ",,No,,,,,,
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,413 ",24,DR,PT,8,,$3.03 ,,0.04 ,,$137.32 ,,1.6 ,,$86.64 ,,$0.00 ,,,"$38,637 ",,"$1,105,043 ",,"12,755 ",,"8,047 ",,0 ,,"72,130 ",,No,,,,,,
"Chemung County, dba: C TRAN",Elmira,NY,2005,20005,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"67,983 ",24,DR,PT,7,,$2.14 ,,0.03 ,,$152.65 ,,2.4 ,,$64.15 ,,$0.00 ,,,"$16,335 ",,"$490,452 ",,"7,645 ",,"3,213 ",,0 ,,"50,378 ",,No,,,,,,
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,CB,DO,7,,$0.95 ,,0.02 ,,$101.21 ,,1.9 ,,$53.29 ,,$0.00 ,,,"$4,707 ",,"$263,961 ",,"4,953 ",,"2,608 ",,0 ,,"64,274 ",,No,,,,,,
"City of Mankato, dba: Mankato Transit System",Mankato,MN,5205,50205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"57,584 ",24,DR,DO,6,,$0.80 ,,0.01 ,,$169.66 ,,2.3 ,,$74.64 ,,$0.00 ,,,"$8,822 ",,"$821,313 ",,"11,003 ",,"4,841 ",,0 ,,"57,645 ",,No,,,,,,
Tulare County Area Transit,Visalia,CA,9R02-008,9R02-91055,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,PT,5,,$0.64 ,,0.01 ,,$146.80 ,,1.6 ,,$91.29 ,,$0.00 ,,,"$2,740 ",,"$390,632 ",,"4,279 ",,"2,661 ",,0 ,,"48,168 ",,No,,,,,,
Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,5,,$2.36 ,,0.06 ,,$108.20 ,,2.9 ,,$37.86 ,,$0.00 ,,,"$53,109 ",,"$852,492 ",,"22,517 ",,"7,879 ",,0 ,,"59,719 ",,No,,,,,,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541 ",24,DR,DO,5,,$0.00 ,,0.00 ,,$43.59 ,,1.9 ,,$23.36 ,,$1.28 ,,,$0 ,,"$88,140 ",,"3,773 ",,"2,022 ",,"69,045 ",,"32,962 ",,No,,,,,,
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,MB,PT,5,,$0.03 ,,0.01 ,,$51.81 ,,9.0 ,,$5.76 ,,$0.00 ,,,"$2,139 ",,"$410,139 ",,"71,208 ",,"7,916 ",,0 ,,"188,867 ",,No,,,,,,
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,TX,5,,$2.00 ,,0.25 ,,$16.18 ,,2.0 ,,$8.09 ,,$0.00 ,,,"$1,356 ",,"$5,485 ",,678 ,,339 ,,0 ,,"2,373 ",,No,,,,,,
South East Area Transit,Zanesville,OH,5R05-074,5R05-50341,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,5,,$0.37 ,,0.02 ,,$90.51 ,,3.9 ,,$23.06 ,,$0.00 ,,,"$12,959 ",,"$808,085 ",,"35,047 ",,"8,928 ",,0 ,,"111,254 ",,No,,,,,,
Frankfort Transit System,Frankfort,KY,4R04-005,4R04-41120,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,MB,DO,4,,$0.03 ,,0.00 ,,$44.52 ,,5.1 ,,$8.70 ,,$0.00 ,,,"$2,840 ",,"$946,000 ",,"108,786 ",,"21,250 ",,0 ,,"193,467 ",,No,,,,,,
"Clackamas County Social Services, dba: Mt. Hood Express",Oregon City,OR,0R02-039,0R02-00363,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,CB,PT,3,,$1.62 ,,0.18 ,,$76.49 ,,8.7 ,,$8.78 ,,$0.00 ,,,"$94,524 ",,"$512,712 ",,"58,402 ",,"6,703 ",,0 ,,"189,670 ",,No,,,,,,
Coos County Area Transit,Coos Bay,OR,0R02-006,0R02-00307,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,3,,$0.62 ,,0.04 ,,$57.59 ,,3.3 ,,$17.55 ,,$0.00 ,,,"$10,694 ",,"$302,586 ",,"17,238 ",,"5,254 ",,0 ,,"65,783 ",,No,,,,,,
Lee-Russell Council of Governments,Opelika,AL,4073,40073,"MPO, COG or Other Planning Agency",Reduced Reporter,"74,741 ",24,MB,DO,3,,$0.54 ,,0.10 ,,$32.67 ,,5.7 ,,$5.71 ,,$0.00 ,,,"$12,262 ",,"$129,097 ",,"22,620 ",,"3,952 ",,0 ,,"63,232 ",,No,,,,,,
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,3,,$0.01 ,,0.00 ,,$26.99 ,,4.5 ,,$5.99 ,,$0.00 ,,,$251 ,,"$153,565 ",,"25,630 ",,"5,690 ",,0 ,,"65,860 ",,No,,,,,,
"Unified Human Services Transportation Systems, Inc, dba: RADAR Transit",Roanoke,VA,3R06-021,3R06-30178,Private-Non-Profit Corporation,Rural Reporter,0 ,24,DR,DO,24,,$0.69 ,,0.03 ,,$65.50 ,,2.9 ,,$22.76 ,,$0.00 ,,,"$39,238 ",,"$1,292,250 ",,"56,773 ",,"19,729 ",,0 ,,"334,316 ",,No,,,,,,
Roscommon County Transportation Authority,Prudenville,MI,5R03-059,5R03-50242,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,24,,$1.66 ,,0.05 ,,$80.08 ,,2.5 ,,$32.08 ,,$0.00 ,,,"$100,609 ",,"$1,941,030 ",,"60,508 ",,"24,238 ",,0 ,,"487,947 ",,No,,,,,,
"Manistee County Transportation, Inc.",Manistee ,MI,5R03-048,5R03-50369,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,24,,$0.90 ,,0.04 ,,$79.88 ,,3.6 ,,$22.10 ,,$0.00 ,,,"$96,461 ",,"$2,376,385 ",,"107,506 ",,"29,749 ",,0 ,,"470,635 ",,No,,,,,,
"Harbor Transit Multi-Modal Transportation System, dba: Harbor Transit",Grand Haven,MI,5196,50196,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"161,280 ",24,DR,DO,24,,$0.62 ,,0.02 ,,$80.62 ,,3.2 ,,$24.96 ,,$0.00 ,,,"$86,454 ",,"$3,494,010 ",,"139,980 ",,"43,341 ",,0 ,,"611,743 ",,No,,,,,,
"Licking County, Ohio, dba: Licking County Transit Board",Newark,OH,5163,50163,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"76,068 ",24,DR,DO,24,,$7.96 ,,0.16 ,,$85.61 ,,1.7 ,,$49.65 ,,$4.69 ,,,"$466,004 ",,"$2,907,662 ",,"58,559 ",,"33,964 ",,"619,719 ",,"755,087 ",,No,,,,,,
Perry County Transit,New Lexington,OH,5R05-066,5R05-50343,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,24,,$0.54 ,,0.01 ,,$54.05 ,,1.5 ,,$36.57 ,,$0.00 ,,,"$24,417 ",,"$1,642,580 ",,"44,920 ",,"30,388 ",,0 ,,"682,128 ",,No,,,,,,
Berkeley Charleston Dorchester RTMA,Moncks Corner,SC,4206,40206,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"548,404 ",24,MB,DO,24,,$1.51 ,,0.05 ,,$56.88 ,,1.8 ,,$31.58 ,,$0.00 ,,,"$109,408 ",,"$2,284,714 ",,"72,348 ",,"40,165 ",,0 ,,"814,355 ",,No,,,,,,
"The Transit System, Inc.",Glen Rose,TX,6R05-016,6R05-60264,Other Publicly-Owned or Privately Chartered Corporation,Rural Reporter,0 ,24,DR,DO,24,,$10.46 ,,0.16 ,,$81.94 ,,1.3 ,,$65.43 ,,$0.00 ,,,"$147,190 ",,"$921,089 ",,"14,077 ",,"11,241 ",,0 ,,"225,759 ",,No,,,,,,
Clare County Transit,Harrison,MI,5R03-022,5R03-50453,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,24,,$1.60 ,,0.05 ,,$80.10 ,,2.7 ,,$30.04 ,,$0.00 ,,,"$84,746 ",,"$1,589,422 ",,"52,910 ",,"19,843 ",,0 ,,"383,509 ",,No,,,,,,
"City of Charlottesville, dba: Charlottesville Area Transit",Charlottesville,VA,3036,30036,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"92,359 ",24,MB,DO,24,,$0.41 ,,0.07 ,,$83.40 ,,13.4 ,,$6.25 ,,$0.00 ,,,"$538,024 ",,"$8,264,887 ",,"1,323,176 ",,"99,096 ",,0 ,,"912,447 ",,No,,,,,,
"Bureau County, dba: Bureau Putnam Area Rural Transit",Princeton,IL,5R01-003,5R01-50263,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,24,,$0.94 ,,0.04 ,,$85.79 ,,3.2 ,,$26.84 ,,$0.00 ,,,"$53,326 ",,"$1,518,798 ",,"56,582 ",,"17,704 ",,0 ,,"489,528 ",,No,,,,,,
"Allied Coordinated Transportation Services, Inc.",New Castle,PA,,3R04-31028,Private-Non-Profit Corporation,Rural Reporter,0 ,24,DR,DO,24,,$8.28 ,,1.00 ,,$67.73 ,,8.2 ,,$8.28 ,,$0.00 ,,,"$619,919 ",,"$619,919 ",,"74,903 ",,"9,153 ",,0 ,,"145,399 ",,No,,,,,,
"Little Dixie Community Action Agency, Inc., dba: Little Dixie Transit",Hugo,OK,6R04-002,6R04-60191,Private-Non-Profit Corporation,Rural Reporter,0 ,24,DR,DO,24,,$0.77 ,,0.04 ,,$38.38 ,,2.1 ,,$18.66 ,,$0.00 ,,,"$49,358 ",,"$1,199,820 ",,"64,289 ",,"31,262 ",,0 ,,"351,508 ",,No,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 ,24,DR,DO,23,,$0.00 ,,0.00 ,,$42.35 ,,0.7 ,,$58.28 ,,$0.00 ,,,$0 ,,"$176,307 ",,"3,025 ",,"4,163 ",,0 ,,"78,829 ",,No,,,,,,
Eaton County Transportation Authority,Charlotte,MI,5R03-028,5R03-50260,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,22,,$1.12 ,,0.04 ,,$72.41 ,,2.6 ,,$28.02 ,,$0.00 ,,,"$82,312 ",,"$2,068,135 ",,"73,799 ",,"28,563 ",,0 ,,"536,788 ",,No,,,,,,
Lee-Russell Council of Governments,Opelika,AL,4073,40073,"MPO, COG or Other Planning Agency",Reduced Reporter,"74,741 ",24,DR,DO,21,,$0.92 ,,0.03 ,,$63.69 ,,2.0 ,,$31.16 ,,$0.00 ,,,"$57,945 ",,"$1,959,220 ",,"62,867 ",,"30,761 ",,0 ,,"460,885 ",,No,,,,,,
Murray-Calloway County Transit Authority,Murray,KY,4R04-011,4R04-41053,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,21,,$0.74 ,,0.04 ,,$27.94 ,,1.4 ,,$20.59 ,,$0.00 ,,,"$39,443 ",,"$1,105,032 ",,"53,658 ",,"39,550 ",,0 ,,"451,352 ",,No,,,,,,
Frankfort Transit System,Frankfort,KY,4R04-005,4R04-41120,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,20,,$1.80 ,,0.06 ,,$28.02 ,,0.9 ,,$32.70 ,,$0.00 ,,,"$22,916 ",,"$416,655 ",,"12,741 ",,"14,870 ",,0 ,,"104,363 ",,No,,,,,,
"Clackamas County Social Services, dba: Mt. Hood Express",Oregon City,OR,0R02-039,0R02-00363,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,MB,PT,2,,$2.02 ,,0.09 ,,$84.09 ,,3.7 ,,$22.99 ,,$0.00 ,,,"$10,544 ",,"$119,744 ",,"5,208 ",,"1,424 ",,0 ,,"47,382 ",,No,,,,,,
Eaton County Transportation Authority,Charlotte,MI,5R03-028,5R03-50260,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,2,,$1.23 ,,0.02 ,,$67.09 ,,1.1 ,,$61.90 ,,$0.00 ,,,"$2,109 ",,"$106,533 ",,"1,721 ",,"1,588 ",,0 ,,"47,737 ",,No,,,,,,
Warren County,Belvidere,NJ,2R01-014,2R01-20928,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,PT,19,,$0.24 ,,0.01 ,,$66.86 ,,1.5 ,,$43.16 ,,$0.00 ,,,"$6,685 ",,"$1,193,318 ",,"27,646 ",,"17,848 ",,0 ,,"212,267 ",,No,,,,,,
Tulare County Area Transit,Visalia,CA,9R02-008,9R02-91055,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,MB,PT,19,,$1.32 ,,0.09 ,,$95.83 ,,6.7 ,,$14.23 ,,$0.00 ,,,"$299,561 ",,"$3,235,726 ",,"227,310 ",,"33,767 ",,0 ,,"947,350 ",,No,,,,,,
Mendocino Transit Authority,Ukiah,CA,9R02-047,9R02-91047,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,19,,$1.93 ,,0.08 ,,$147.07 ,,6.4 ,,$22.84 ,,$0.00 ,,,"$429,703 ",,"$5,084,639 ",,"222,640 ",,"34,574 ",,0 ,,"705,227 ",,No,,,,,,
"Charlotte County Government, dba: Charlotte County Transit Division",Port Charlotte,FL,4129,40129,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"169,541 ",24,DR,PT,19,,$1.01 ,,0.03 ,,$92.84 ,,2.4 ,,$38.35 ,,$4.58 ,,,"$82,818 ",,"$3,158,998 ",,"82,376 ",,"34,027 ",,"689,094 ",,"538,051 ",,No,,,,,,
South East Area Transit,Zanesville,OH,5R05-074,5R05-50341,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,19,,$1.33 ,,0.02 ,,$201.57 ,,2.5 ,,$80.11 ,,$0.00 ,,,"$62,162 ",,"$3,755,476 ",,"46,881 ",,"18,631 ",,0 ,,"297,048 ",,No,,,,,,
"Clackamas County Social Services, dba: Mt. Hood Express",Oregon City,OR,0R02-039,0R02-00363,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,24,DR,DO,19,,$0.00 ,,0.00 ,,$36.32 ,,2.1 ,,$17.59 ,,$0.00 ,,,$0 ,,"$920,559 ",,"52,334 ",,"25,347 ",,0 ,,"337,643 ",,No,,,,,,
"City of Mankato, dba: Mankato Transit System",Mankato,MN,5205,50205,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"57,584 ",24,MB,DO,18,,$0.13 ,,0.01 ,,$99.29 ,,11.0 ,,$9.04 ,,$0.00 ,,,"$38,876 ",,"$2,653,167 ",,"293,625 ",,"26,722 ",,0 ,,"328,974 ",,No,,,,,,
"Chemung County, dba: C TRAN",Elmira,NY,2005,20005,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"67,983 ",24,MB,PT,17,,$0.48 ,,0.03 ,,$152.66 ,,10.5 ,,$14.51 ,,$0.00 ,,,"$165,167 ",,"$4,959,019 ",,"341,730 ",,"32,485 ",,0 ,,"633,858 ",,No,,,,,,
"City of Brownsville, dba: Brownsville Metro (BMetro)",Brownsville,TX,6014,60014,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"217,585 ",24,MB,DO,16,,$0.69 ,,0.13 ,,$95.06 ,,17.5 ,,$5.43 ,,$1.20 ,W,,"$678,140 ",,"$5,336,905 ",,"982,477 ",,"56,142 ",,"4,455,093 ",W,"692,674 ",,Yes,,,,,,
Access Johnson County,Franklin,IN,5R02-036,50256,Private-Non-Profit Corporation,Reduced Reporter,"1,487,483 ",24,DR,DO,16,,$1.56 ,,0.04 ,,$48.91 ,,1.3 ,,$38.75 ,,$0.00 ,,,"$59,031 ",,"$1,468,727 ",,"37,905 ",,"30,028 ",,0 ,,"433,317 ",,No,,,,,,
Flint Hills Area Transportation,Manhattan,KS,7053,70053,Private-Non-Profit Corporation,Reduced Reporter,"54,622 ",24,MB,DO,16,,$0.27 ,,0.03 ,,$56.55 ,,5.3 ,,$10.67 ,,$0.00 ,,,"$57,187 ",,"$2,265,096 ",,"212,219 ",,"40,055 ",,0 ,,"562,379 ",,No,,,,,,
City of Madera,Madera,CA,9199,90199,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"78,413 ",24,MB,PT,16,,$0.99 ,,0.06 ,,$74.66 ,,4.7 ,,$16.04 ,,$0.00 ,,,"$81,501 ",,"$1,327,094 ",,"82,716 ",,"17,776 ",,0 ,,"241,800 ",,No,,,,,,
"City of Amarillo, dba: Amarillo City Transit",Amarillo,TX,6001,60001,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"196,651 ",24,MB,DO,16,,$0.36 ,,0.02 ,,$83.56 ,,4.8 ,,$17.59 ,,$0.00 ,,,"$69,249 ",,"$3,421,204 ",,"194,545 ",,"40,941 ",,0 ,,"534,133 ",,No,,,,,,
RiverCities Transit,Longview,WA,0016,00016,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"63,952 ",24,DR,PT,15,,$0.58 ,,0.01 ,,$94.30 ,,1.9 ,,$48.82 ,,$16.76 ,,,"$15,131 ",,"$1,280,160 ",,"26,222 ",,"13,576 ",,"76,391 ",,"107,612 ",,No,,,,,,
Macatawa Area Express Transportation Authority,Holland,MI,5184,50184,Independent Public Agency or Authority of Transit Service,Full Reporter,"99,941 ",24,DR,DO,15,,$1.14 ,,0.02 ,,$112.90 ,,2.3 ,,$48.17 ,,$8.73 ,,,"$71,549 ",,"$3,017,126 ",,"62,638 ",,"26,723 ",,"345,762 ",,"377,395 ",,No,,,,,,
County of Hunterdon,Flemington,NJ,2212,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"18,351,295 ",24,DR,PT,14,,$2.66 ,,0.07 ,,$107.40 ,,2.8 ,,$37.73 ,,$0.00 ,,,"$98,301 ",,"$1,396,314 ",,"37,005 ",,"13,001 ",,0 ,,"253,352 ",,No,,,,,,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"136,550 ",24,MB,DO,13,,$0.38 ,,0.04 ,,$113.18 ,,12.9 ,,$8.77 ,,$2.23 ,W,,"$179,302 ",,"$4,094,122 ",,"466,709 ",,"36,173 ",,"1,836,844 ",W,"501,889 ",,Yes,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,MB,DO,13,,$0.36 ,,0.06 ,,$95.47 ,,15.8 ,,$6.06 ,,$0.00 ,,,"$167,204 ",,"$2,798,733 ",,"462,058 ",,"29,315 ",,0 ,,"516,520 ",,No,,,,,,
"City of Pueblo, dba: Pueblo Transit",Pueblo,CO,8007,80007,"City, County or Local Government Unit or Department of Transportation",Full Reporter,"136,550 ",24,DR,PT,11,,$1.68 ,,0.05 ,,$84.51 ,,2.3 ,,$36.00 ,,$8.37 ,,,"$50,217 ",,"$1,078,105 ",,"29,950 ",,"12,757 ",,"128,872 ",,"174,443 ",,No,,,,,,
County of Hunterdon,Flemington,NJ,2212,20212,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"18,351,295 ",24,MB,PT,10,,$0.15 ,,0.00 ,,$105.57 ,,2.0 ,,$53.61 ,,$0.00 ,,,"$5,227 ",,"$1,850,928 ",,"34,524 ",,"17,533 ",,0 ,,"305,527 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,VP,DO,10,,$3.09 ,,0.89 ,,$29.18 ,,8.4 ,,$3.46 ,,$0.00 ,,,"$136,844 ",,"$153,211 ",,"44,299 ",,"5,251 ",,0 ,,"285,456 ",,No,,,,,,
Mountain Rides Transportation Authority,Ketchum,ID,0R01-003,0R01-00311,Independent Public Agency or Authority of Transit Service,Rural Reporter,0 ,24,DR,DO,1,,$0.42 ,,0.02 ,,$77.31 ,,2.8 ,,$27.65 ,,$0.00 ,,,$138 ,,"$9,123 ",,330 ,,118 ,,0 ,,909 ,,No,,,,,,
Vermont Association for the Blind and Visually Impaired,South Burlington,VT,1R06-012,1R06-10174,Private-Non-Profit Corporation,Rural Reporter,0 ,24,DR,PT,1,,$0.00 ,,0.00 ,,$19.00 ,,0.7 ,,$28.50 ,,$0.00 ,,,$0 ,,$57 ,,2 ,,3 ,,0 ,,22 ,,No,,,,,,
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,23,DR,PT,9,,$2.56 ,,0.14 ,,$41.85 ,,2.4 ,,$17.81 ,,$0.00 ,,,"$80,478 ",,"$560,621 ",,"31,478 ",,"13,395 ",,0 ,,"170,611 ",,No,,,,,,
City of Burbank,Burbank,CA,,90256,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"12,150,996 ",23,DR,DO,9,,$0.34 ,,0.01 ,,$163.06 ,,4.5 ,,$36.56 ,,$0.00 ,,,"$14,209 ",,"$1,546,145 ",,"42,295 ",,"9,482 ",,0 ,,"72,575 ",,No,,,,,,
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ",23,CB,PT,8,,$4.43 ,,0.46 ,,$167.00 ,,17.3 ,,$9.66 ,,$0.00 ,,,"$473,729 ",,"$1,033,555 ",,"106,948 ",,"6,189 ",,0 ,,"128,132 ",,No,,,,,,
Wiregrass Transit Authority,Dothan,AL,4103,40103,"MPO, COG or Other Planning Agency",Reduced Reporter,"68,781 ",23,DR,DO,8,,$1.24 ,,0.08 ,,$43.57 ,,2.6 ,,$16.50 ,,$0.00 ,,,"$53,612 ",,"$710,984 ",,"43,091 ",,"16,318 ",,0 ,,"184,162 ",,No,,,,,,
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,23,CB,PT,8,,$0.80 ,,0.07 ,,$88.44 ,,7.6 ,,$11.60 ,,$0.00 ,,,"$98,363 ",,"$1,432,103 ",,"123,508 ",,"16,193 ",,0 ,,"453,345 ",,No,,,,,,
Yamhill County,Mcminnville,OR,0R02-015,0R02-00321,"City, County or Local Government Unit or Department of Transportation",Rural Reporter,0 ,23,MB,PT,6,,$0.79 ,,0.13 ,,$47.41 ,,7.6 ,,$6.20 ,,$0.00 ,,,"$44,710 ",,"$351,243 ",,"56,643 ",,"7,408 ",,0 ,,"94,766 ",,No,,,,,,
Regional Transportation Authority of Pima County,Tucson,AZ,9R01-033,91122,Independent Public Agency or Authority of Transit Service,Reduced Reporter,"843,168 ",23,DR,PT,5,,$0.74 ,,0.06 ,,$35.36 ,,3.0 ,,$11.72 ,,$0.00 ,,,"$20,375 ",,"$324,219 ",,"27,668 ",,"9,168 ",,0 ,,"113,252 ",,No,,,,,,
Williamsburg Area Transit Authority,Williamsburg,VA,3076,30076,Independent Public Agency or Authority of Transit Service,Full Reporter,"75,689 ",23,DR,DO,5,,$2.45 ,,0.04 ,,$78.12 ,,1.3 ,,$58.89 ,,$7.18 ,,,"$27,900 ",,"$671,942 ",,"11,410 ",,"8,601 ",,"93,551 ",,"109,746 ",,No,,,,,,
"City of Roseville, dba: Roseville Transit",Roseville,CA,9168,90168,"City, County or Local Government Unit or Department of Transportation",Reduced Reporter,"1,723,634 ",23,DR,PT,5,,$2.26 ,,0.04 ,,$122.85 ,,2.2 ,,$56.73 ,,$0.00 ,,,"$50,233 ",,"$1,260,230 ",,"22,213 ",,"10,258 ",,0 ,,"114,591 ",,No,,,,,,
